cnName,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG
丹尼斯-史密斯Jr.,5.3,0.3,2.0,10.667,0.5,2.7,4.0,1.6669999999999998,0.583,3,3,74,24.7,1.0,46,15.3,3.0,1.0,1.6669999999999998,0.385,2.0
布兰登-英格拉姆,1.8,0.8,4.5,11.0,0.5,2.8,5.75,0.0,0.7390000000000001,4,4,103,25.8,0.5,61,15.3,5.0,1.5,0.0,0.0,2.5
罗德尼-麦格鲁德,3.0,0.5,3.3,10.5,0.5,3.3,4.0,2.0,0.813,4,3,110,27.5,1.0,61,15.3,4.3,0.5,2.0,0.444,1.5
梅森-普拉姆利,3.0,0.7,3.7,7.667000000000001,0.8,3.7,5.332999999999999,0.0,0.563,3,0,61,20.3,2.3,45,15.0,6.0,0.3,0.0,0.0,3.0
尤素夫-努尔基奇,1.7,2.7,6.3,9.333,0.5,2.3,5.0,1.0,0.8,3,3,59,19.7,2.0,45,15.0,8.3,0.7,1.0,0.6,2.3
肯巴-沃克,2.8,1.0,5.3,11.0,0.4,1.0,5.25,1.75,0.81,4,4,102,25.5,0.3,60,15.0,5.5,1.0,1.75,0.304,1.5
达柳斯-米勒,2.0,1.0,2.0,10.0,0.5,1.0,0.0,5.0,0.0,1,0,24,24.0,0.0,15,15.0,2.0,2.0,5.0,0.7140000000000001,0.0
多诺万米切尔,2.5,0.3,2.0,13.75,0.4,2.8,3.5,1.75,0.643,4,4,88,22.0,0.8,60,15.0,2.8,1.8,1.75,0.368,1.5
小蒂姆-哈达威,2.0,0.3,2.5,12.25,0.4,2.0,4.5,2.0,0.722,4,4,85,21.3,0.3,59,14.8,2.8,0.5,2.0,0.381,1.5
安东尼-戴维斯,1.7,2.0,6.3,12.667,0.4,1.0,5.667000000000001,0.33299999999999996,0.765,3,3,62,20.7,1.7,44,14.7,8.0,2.7,0.33299999999999996,0.125,2.3
安东尼奥-布莱克尼,3.0,0.0,4.0,10.667,0.5,1.0,4.0,0.667,1.0,3,0,66,22.0,0.0,44,14.7,4.0,0.3,0.667,0.2,0.7
凯里-欧文,3.5,1.0,3.0,12.0,0.5,3.5,2.5,1.0,1.0,2,2,51,25.5,0.5,29,14.5,3.5,0.5,1.0,0.222,1.5
科怀-莱昂纳德,1.5,0.0,2.0,10.0,0.4,2.0,9.5,0.5,0.526,2,2,38,19.0,1.0,29,14.5,3.0,1.0,0.5,0.16699999999999998,1.0
路易斯-威廉姆斯,2.0,0.0,2.0,10.5,0.4,0.5,5.0,2.0,0.9,2,0,42,21.0,0.0,29,14.5,2.0,1.0,2.0,0.444,2.5
达米安-利拉德,4.7,0.0,2.3,7.332999999999999,0.6,0.7,3.0,2.0,1.0,3,3,58,19.3,0.3,43,14.3,2.7,1.0,2.0,0.667,2.3
特雷-杨,5.0,0.3,1.3,13.0,0.4,3.3,3.667,1.3330000000000002,0.909,3,3,76,25.3,0.0,42,14.0,1.3,1.3,1.3330000000000002,0.25,2.7
科迪-泽勒,1.3,1.3,3.3,10.0,0.6,3.0,3.0,0.667,0.444,3,3,66,22.0,1.3,42,14.0,4.7,0.3,0.667,0.5,1.0
卢卡-多西奇,3.3,1.7,5.0,8.667,0.5,1.0,5.332999999999999,2.0,0.625,3,3,86,28.7,0.3,42,14.0,5.3,1.0,2.0,0.462,4.0
克里斯-米德尔顿,2.5,0.5,4.0,9.5,0.5,1.5,3.0,2.0,1.0,2,2,47,23.5,0.5,28,14.0,4.5,0.5,2.0,0.444,1.5
乔丹-麦克雷,0.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,0.75,1,0,13,13.0,1.0,14,14.0,1.0,1.0,1.0,1.0,4.0
马库斯-莫里斯,0.8,0.5,3.3,10.75,0.4,2.8,2.25,2.5,0.778,4,0,83,20.8,0.8,55,13.8,4.0,0.5,2.5,0.41700000000000004,0.8
朱-霍勒迪,3.3,0.0,1.3,9.0,0.6,1.3,0.0,2.333,0.0,3,3,58,19.3,0.0,41,13.7,1.3,0.3,2.333,0.583,2.3
尤纳斯-瓦兰丘纳斯,1.0,0.7,4.0,8.333,0.5,1.7,6.332999999999999,0.0,0.895,3,1,55,18.3,3.7,41,13.7,7.7,1.7,0.0,0.0,2.3
卡梅隆-安东尼,0.0,0.3,4.7,9.333,0.5,2.0,0.667,3.0,1.0,3,2,82,27.3,0.3,41,13.7,5.0,0.7,3.0,0.5,0.3
马利克-比斯利,1.3,0.3,2.3,7.667000000000001,0.6,2.7,2.333,3.667,0.5710000000000001,3,0,73,24.3,0.3,41,13.7,2.7,1.0,3.667,0.688,0.7
麦克-康利,2.5,0.0,1.5,11.5,0.5,3.0,2.0,0.5,1.0,2,2,49,24.5,1.0,27,13.5,2.5,0.5,0.5,0.125,1.5
凯尔-库兹马,1.8,0.3,3.8,11.75,0.4,3.3,3.0,1.5,0.833,4,2,97,24.3,0.3,54,13.5,4.0,0.8,1.5,0.33299999999999996,1.8
勒布朗-詹姆斯,3.3,0.3,3.0,7.332999999999999,0.6,1.3,4.333,1.0,0.846,3,3,46,15.3,0.0,40,13.3,3.0,0.7,1.0,0.75,2.7
凯利-乌布雷,2.0,0.7,4.0,10.667,0.4,3.0,3.333,1.0,0.8,3,0,73,24.3,0.7,39,13.0,4.7,0.7,1.0,0.25,3.0
乔-因戈尔斯,5.3,0.0,3.7,9.333,0.4,2.3,3.333,2.333,0.8,3,3,67,22.3,0.0,39,13.0,3.7,0.7,2.333,0.35,1.7
特伦斯-罗斯,1.0,0.0,2.0,9.0,0.6,1.0,2.0,3.0,0.0,1,0,15,15.0,0.0,13,13.0,2.0,3.0,3.0,0.75,0.0
C.J.麦科勒姆,3.3,0.3,2.7,10.0,0.5,1.3,1.6669999999999998,1.3330000000000002,0.6,3,3,60,20.0,0.7,39,13.0,3.3,0.3,1.3330000000000002,0.364,1.0
邓-阿德尔,0.0,0.0,3.0,5.0,1.0,2.0,3.0,1.0,0.667,1,0,16,16.0,0.0,13,13.0,3.0,1.0,1.0,1.0,0.0
斯蒂文-亚当斯,2.0,0.7,5.3,10.333,0.5,2.0,3.0,0.0,0.556,3,3,81,27.0,6.0,39,13.0,11.3,0.3,0.0,0.0,2.3
贾伦-杰克逊,2.0,0.0,2.3,7.332999999999999,0.6,4.0,4.333,0.667,0.6920000000000001,3,0,61,20.3,2.3,39,13.0,4.7,0.7,0.667,0.5,2.3
蒙特-莫里斯,5.7,0.0,3.0,10.667,0.4,1.3,3.0,0.667,1.0,3,1,78,26.0,0.7,39,13.0,3.7,1.3,0.667,0.25,1.7
克里斯-保罗,7.7,0.0,4.7,10.667,0.4,3.0,3.333,2.667,0.7,3,3,87,29.0,0.3,39,13.0,5.0,2.0,2.667,0.4,3.0
朱利叶斯-兰德尔,3.0,0.5,5.5,7.5,0.7,3.0,5.5,0.5,0.455,2,2,45,22.5,0.5,26,13.0,6.0,1.0,0.5,0.33299999999999996,2.5
加里-哈里斯,2.0,1.0,1.0,10.0,0.5,4.0,2.0,1.0,1.0,1,1,22,22.0,0.0,13,13.0,1.0,0.0,1.0,0.2,0.0
杰夫-格林,1.3,0.7,3.0,8.333,0.6,3.7,2.0,1.6669999999999998,0.667,3,1,68,22.7,0.3,39,13.0,3.3,0.0,1.6669999999999998,0.556,1.7
泰瑞克-埃文斯,4.5,0.5,4.5,13.5,0.3,3.0,4.0,1.5,0.625,2,1,52,26.0,0.5,26,13.0,5.0,0.0,1.5,0.273,2.5
马克西-克勒贝尔,1.3,2.0,6.3,6.667000000000001,0.6,2.0,4.0,2.0,0.917,3,0,66,22.0,1.0,39,13.0,7.3,0.7,2.0,0.5,0.7
巴迪-希尔德,2.8,0.0,3.0,11.0,0.5,3.5,0.5,2.25,1.0,4,3,101,25.3,0.8,51,12.8,3.8,1.0,2.25,0.474,2.0
特雷沃-阿里扎,3.3,0.0,1.8,7.5,0.6,2.3,2.25,2.25,0.889,4,4,98,24.5,0.5,51,12.8,2.3,1.5,2.25,0.5,1.0
亚历克-伯克斯,3.0,0.8,4.3,8.25,0.5,1.0,3.5,2.0,0.7140000000000001,4,0,77,19.3,0.5,50,12.5,4.8,0.8,2.0,0.444,1.5
哈桑-怀特塞德,0.3,2.3,10.5,7.75,0.6,2.8,4.75,0.25,0.579,4,4,99,24.8,2.0,50,12.5,12.5,1.0,0.25,0.5,2.0
杰夫-蒂格,4.0,0.0,3.0,9.5,0.4,2.5,4.25,1.25,1.0,4,4,96,24.0,0.5,50,12.5,3.5,0.5,1.25,0.455,2.5
马肖恩-布鲁克斯,1.5,0.0,2.5,8.5,0.6,2.5,1.5,1.5,0.667,2,0,38,19.0,0.5,25,12.5,3.0,1.0,1.5,0.5,3.5
斯坦利-约翰逊,2.0,0.5,4.5,11.0,0.3,3.0,4.0,2.0,0.875,2,2,66,33.0,0.0,25,12.5,4.5,1.0,2.0,0.28600000000000003,3.0
威利-埃尔南戈麦斯,0.8,1.3,4.3,6.75,0.7,3.0,5.25,0.75,0.524,4,1,61,15.3,1.3,50,12.5,5.5,0.5,0.75,0.75,1.3
格雷森-艾伦,1.5,0.0,1.8,9.0,0.5,3.0,1.0,2.75,0.5,4,0,79,19.8,0.0,49,12.3,1.8,0.8,2.75,0.524,3.3
鲁迪-戈贝尔,0.3,1.7,4.7,6.0,0.8,2.3,4.667,0.0,0.5,3,3,67,22.3,3.7,37,12.3,8.3,0.7,0.0,0.0,1.3
迈尔斯-布里奇斯,0.8,0.5,5.3,8.5,0.6,2.0,1.75,2.0,0.429,4,0,97,24.3,0.5,49,12.3,5.8,0.3,2.0,0.5,0.3
尼古拉-约基奇,3.3,0.0,4.0,7.667000000000001,0.5,2.7,5.667000000000001,0.667,0.765,3,3,66,22.0,1.7,37,12.3,5.7,1.0,0.667,0.33299999999999996,4.0
戈兰-德拉季奇,4.0,0.0,2.3,9.75,0.5,2.0,2.25,1.0,1.0,4,4,82,20.5,0.5,49,12.3,2.8,0.8,1.0,0.308,2.0
蒙特雷斯-哈雷尔,1.7,0.3,5.0,7.667000000000001,0.6,3.3,4.667,0.0,0.5710000000000001,3,0,58,19.3,1.3,36,12.0,6.3,0.3,0.0,0.0,1.7
大卫-努瓦巴,0.0,0.0,3.0,5.0,0.8,0.0,3.0,1.0,1.0,1,0,12,12.0,1.0,12,12.0,4.0,0.0,1.0,1.0,0.0
特雷-莱尔斯,4.0,0.0,5.7,7.0,0.5,2.7,3.333,1.6669999999999998,0.9,3,0,70,23.3,1.0,36,12.0,6.7,1.0,1.6669999999999998,0.35700000000000004,1.3
TJ-沃伦,1.5,0.8,2.3,6.25,0.6,1.5,5.0,0.25,0.75,4,0,70,17.5,0.3,48,12.0,2.5,0.8,0.25,0.25,0.5
内马尼亚-别利察,3.0,3.0,5.0,7.0,0.7,2.0,0.0,2.0,0.0,1,1,18,18.0,0.0,12,12.0,5.0,0.0,2.0,0.667,0.0
奥托-波特,1.7,0.0,3.3,7.332999999999999,0.6,1.7,1.3330000000000002,2.0,1.0,3,3,67,22.3,1.7,36,12.0,5.0,1.0,2.0,0.429,1.0
凯尔-安德森,2.0,0.0,2.0,6.0,0.8,3.0,3.0,0.0,0.667,1,0,20,20.0,0.0,12,12.0,2.0,2.0,0.0,0.0,3.0
德安德烈-本布里,2.7,0.3,2.7,9.667,0.4,3.0,4.333,0.667,0.615,3,0,68,22.7,1.3,36,12.0,4.0,1.3,0.667,0.28600000000000003,3.7
乔丹-克拉克森,3.0,0.0,4.0,8.0,0.6,1.5,2.5,1.5,0.6,2,0,30,15.0,0.0,24,12.0,4.0,0.0,1.5,0.429,0.0
特里-罗齐尔,1.5,0.0,3.3,11.0,0.4,1.5,1.75,0.75,0.857,4,2,86,21.5,0.0,47,11.8,3.3,1.3,0.75,0.214,0.5
帕斯卡尔-西亚卡姆,2.3,0.0,7.0,9.333,0.5,2.3,3.333,0.667,0.7,3,1,74,24.7,2.3,35,11.7,9.3,0.7,0.667,0.25,2.3
T.J.利夫,1.3,0.3,4.0,9.333,0.6,2.7,0.0,1.0,0.0,3,3,90,30.0,3.7,35,11.7,7.7,0.7,1.0,0.33299999999999996,1.0
德玛尔-德罗赞,3.3,0.7,2.0,9.333,0.5,1.3,3.333,0.33299999999999996,0.8,3,3,70,23.3,0.0,35,11.7,2.0,1.3,0.33299999999999996,0.5,1.7
兰斯顿-加洛维,1.0,0.3,1.7,9.667,0.4,0.7,0.667,2.333,1.0,3,0,79,26.3,0.3,35,11.7,2.0,1.0,2.333,0.368,0.7
弗兰克-梅森,5.8,0.3,1.8,5.25,0.6,1.5,4.0,1.0,1.0,4,1,89,22.3,0.3,46,11.5,2.0,2.3,1.0,0.5710000000000001,0.8
马文-巴格利三世,1.0,1.0,3.5,9.75,0.4,1.5,4.75,0.0,0.737,4,1,97,24.3,3.3,46,11.5,6.8,0.5,0.0,0.0,1.0
马克-加索尔,3.5,1.0,5.0,10.0,0.3,2.5,5.5,0.5,0.909,2,2,46,23.0,1.0,23,11.5,6.0,0.5,0.5,0.125,2.5
约什-哈特,1.8,0.8,3.3,8.25,0.5,3.0,4.0,1.25,0.688,4,2,108,27.0,0.8,46,11.5,4.0,0.8,1.25,0.33299999999999996,1.0
乔-哈里斯,2.0,1.0,2.0,9.0,0.4,1.0,2.0,2.0,0.75,2,0,43,21.5,0.0,23,11.5,2.0,0.5,2.0,0.308,1.5
埃里克-布莱德索,4.5,0.0,4.0,7.5,0.6,1.0,1.0,2.0,0.5,2,2,46,23.0,2.0,23,11.5,6.0,0.5,2.0,0.444,2.5
泰勒-多西,1.3,0.3,4.0,9.667,0.4,1.3,1.3330000000000002,1.6669999999999998,0.75,3,1,55,18.3,1.3,34,11.3,5.3,0.7,1.6669999999999998,0.33299999999999996,1.3
拉马库斯-阿尔德里奇,0.7,0.7,4.0,11.0,0.5,2.3,1.3330000000000002,0.0,1.0,3,3,64,21.3,0.7,34,11.3,4.7,0.0,0.0,0.0,1.7
亚历山大,3.3,0.3,1.3,9.0,0.5,2.3,1.6669999999999998,0.667,0.8,3,2,68,22.7,0.3,34,11.3,1.7,2.0,0.667,0.667,1.0
德里克-罗斯,1.7,0.0,1.7,11.0,0.4,1.0,2.0,0.667,0.667,3,3,71,23.7,0.3,34,11.3,2.0,1.0,0.667,0.28600000000000003,1.3
杰里米-兰姆,3.3,0.8,3.3,9.25,0.4,1.8,2.0,1.25,1.0,4,4,94,23.5,0.8,45,11.3,4.0,0.5,1.25,0.35700000000000004,1.5
马利克-莫克,4.7,0.3,1.0,11.0,0.4,3.0,0.0,2.667,0.0,3,0,69,23.0,0.0,34,11.3,1.0,1.0,2.667,0.4,1.7
爱德蒙-萨姆纳,1.3,0.3,1.0,6.0,0.7,3.7,1.6669999999999998,0.667,1.0,3,0,50,16.7,0.0,33,11.0,1.0,1.7,0.667,0.5,0.7
贾马尔-穆雷,0.5,0.5,1.0,8.0,0.6,2.0,1.5,1.0,0.667,2,2,39,19.5,0.0,22,11.0,1.0,0.5,1.0,0.33299999999999996,0.5
德阿龙-福克斯,5.3,0.5,2.8,9.5,0.5,2.5,1.0,1.75,0.25,4,4,97,24.3,0.5,44,11.0,3.3,1.0,1.75,0.41200000000000003,2.0
诺曼-鲍威尔,1.0,0.0,1.7,7.0,0.6,2.3,0.667,1.6669999999999998,1.0,3,1,61,20.3,0.3,33,11.0,2.0,0.7,1.6669999999999998,0.556,1.0
约翰-科林斯,2.0,0.0,1.5,9.0,0.6,3.0,1.0,0.0,1.0,2,2,33,16.5,1.0,22,11.0,2.5,0.5,0.0,0.0,1.5
科里-约瑟夫,3.5,0.0,2.0,5.5,0.5,0.0,6.5,0.0,0.769,2,1,52,26.0,0.0,22,11.0,2.0,1.5,0.0,0.0,2.5
鲁迪-盖伊,1.0,0.7,4.7,6.332999999999999,0.7,0.7,0.0,1.6669999999999998,0.0,3,2,51,17.0,0.3,33,11.0,5.0,1.0,1.6669999999999998,0.833,1.0
凯尔-洛瑞,1.5,1.0,3.0,7.0,0.4,1.5,5.0,1.0,1.0,2,2,37,18.5,0.0,22,11.0,3.0,0.0,1.0,0.25,1.5
乔什-杰克逊,5.3,0.8,3.8,14.25,0.3,4.5,1.5,0.75,0.5,4,4,137,34.3,0.8,44,11.0,4.5,0.8,0.75,0.16699999999999998,4.3
里基-卢比奥,3.5,0.0,2.0,9.25,0.3,1.0,3.0,2.0,0.917,4,4,79,19.8,0.3,43,10.8,2.3,1.8,2.0,0.42100000000000004,2.5
杰伦-布朗,1.3,0.3,2.8,10.75,0.4,3.8,1.25,0.75,0.8,4,4,85,21.3,1.5,43,10.8,4.3,0.3,0.75,0.17600000000000002,1.3
马可-贝里内利,1.7,0.0,1.7,7.667000000000001,0.4,2.7,3.0,1.3330000000000002,0.889,3,0,42,14.0,0.0,32,10.7,1.7,0.3,1.3330000000000002,0.4,1.3
贾维尔-麦基,0.3,1.8,6.3,7.25,0.6,2.8,2.25,0.0,0.667,4,4,82,20.5,0.5,42,10.5,6.8,0.3,0.0,0.0,2.5
托里恩-普林斯,2.0,0.0,6.0,7.0,0.5,2.0,2.0,2.0,0.75,2,2,52,26.0,0.0,21,10.5,6.0,0.5,2.0,0.5,2.5
贾勒特艾伦,1.0,3.0,4.0,9.0,0.5,3.0,3.0,0.0,0.5,2,2,51,25.5,4.0,21,10.5,8.0,0.0,0.0,0.0,1.0
凯文-诺克斯,1.0,0.3,6.5,10.75,0.3,2.5,2.25,0.75,0.889,4,4,113,28.3,0.8,41,10.3,7.3,1.5,0.75,0.17600000000000002,3.3
科林-塞克斯顿,1.7,0.0,2.7,8.0,0.4,2.3,2.667,1.3330000000000002,0.875,3,2,65,21.7,0.3,31,10.3,3.0,0.0,1.3330000000000002,0.5710000000000001,2.0
福尔康-科尔克马兹,0.3,0.0,2.8,6.0,0.6,1.8,1.0,2.0,0.75,4,0,50,12.5,0.0,41,10.3,2.8,0.5,2.0,0.5329999999999999,0.5
凯利-奥利尼克,2.0,0.5,3.5,8.5,0.3,3.0,3.25,1.5,1.0,4,3,94,23.5,0.8,41,10.3,4.3,0.8,1.5,0.375,3.0
穆罕默德-班巴,2.0,1.3,4.7,6.332999999999999,0.6,3.3,2.0,1.3330000000000002,0.5,3,0,60,20.0,0.7,31,10.3,5.3,1.0,1.3330000000000002,0.5710000000000001,1.7
亚历克斯-莱恩,1.0,1.3,3.0,5.667000000000001,0.5,3.0,5.667000000000001,1.0,0.588,3,3,48,16.0,1.3,31,10.3,4.3,0.0,1.0,0.6,1.0
威利-考利-斯坦,3.0,0.5,6.0,8.0,0.5,2.3,2.75,0.0,0.636,4,4,85,21.3,1.5,41,10.3,7.5,1.5,0.0,0.0,1.3
詹姆斯-恩尼斯,0.3,0.0,3.3,7.0,0.5,4.3,1.3330000000000002,1.6669999999999998,0.75,3,3,79,26.3,0.7,30,10.0,4.0,1.7,1.6669999999999998,0.556,0.7
约翰-霍兰德,1.5,0.0,1.0,5.0,0.7,0.5,1.0,2.0,1.0,2,0,25,12.5,0.0,20,10.0,1.0,0.0,2.0,0.8,0.5
杰森-史密斯,1.0,0.7,2.3,7.0,0.5,4.3,4.0,0.33299999999999996,0.75,3,0,47,15.7,2.0,30,10.0,4.3,0.7,0.33299999999999996,0.25,1.0
安特-日日奇,0.3,0.7,2.3,4.333,0.8,2.7,2.667,0.0,1.0,3,0,43,14.3,2.0,30,10.0,4.3,0.3,0.0,0.0,1.3
马库斯-李,1.0,0.0,2.0,7.0,0.6,1.0,2.0,0.0,1.0,1,0,13,13.0,4.0,10,10.0,6.0,0.0,0.0,0.0,0.0
马钦-戈塔特,1.7,0.3,5.3,8.0,0.6,3.0,0.667,0.0,1.0,3,3,62,20.7,2.3,30,10.0,7.7,0.3,0.0,0.0,1.3
伊安-马辛米,0.3,1.7,3.3,4.0,0.7,2.7,4.333,0.667,0.9229999999999999,3,3,64,21.3,1.7,30,10.0,5.0,1.0,0.667,0.667,1.7
克里斯-邓恩,2.7,0.7,5.3,6.667000000000001,0.6,3.0,1.6669999999999998,0.33299999999999996,1.0,3,3,67,22.3,0.0,30,10.0,5.3,1.3,0.33299999999999996,0.25,3.0
贾斯蒂斯-温斯洛,1.5,0.0,4.3,7.75,0.4,2.5,4.0,1.0,0.75,4,4,109,27.3,1.0,40,10.0,5.3,0.8,1.0,0.4,1.8
埃里克-戈登,1.0,0.7,2.0,6.667000000000001,0.4,2.3,3.333,2.0,0.8,3,0,73,24.3,0.3,30,10.0,2.3,0.7,2.0,0.375,2.3
兰斯-史蒂芬森,3.3,0.0,2.3,6.75,0.5,1.8,3.75,0.25,0.8,4,0,83,20.8,1.0,39,9.8,3.3,1.0,0.25,0.2,1.5
马文-威廉姆斯,0.3,0.3,4.0,6.667000000000001,0.5,1.3,0.667,2.333,1.0,3,3,61,20.3,0.0,29,9.7,4.0,0.7,2.333,0.43799999999999994,0.3
约翰-沃尔,6.3,1.3,3.3,9.333,0.4,1.0,2.667,0.667,0.625,3,3,61,20.3,0.3,29,9.7,3.7,2.0,0.667,0.154,3.7
马尔科姆-布罗格登,1.0,0.5,2.5,8.5,0.5,0.5,1.0,1.0,0.5,2,2,41,20.5,0.0,19,9.5,2.5,0.0,1.0,0.25,0.0
德怀特-鲍威尔,1.5,0.5,3.5,7.0,0.5,4.5,3.0,0.0,0.833,2,2,37,18.5,2.0,19,9.5,5.5,1.0,0.0,0.0,2.0
