cnName,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG
杰森-塔图姆,0.5,0.3,3.5,10.5,0.3,2.0,2.0,0.75,0.875,4,4,79,19.8,0.3,38,9.5,3.8,0.8,0.75,0.33299999999999996,0.8
约翰-亨森,1.5,2.5,1.0,4.0,0.8,3.0,3.0,0.5,1.0,2,0,24,12.0,1.5,19,9.5,2.5,0.5,0.5,0.5,0.5
迈尔斯-特纳,1.0,2.5,6.5,9.0,0.4,4.0,3.5,0.0,0.7140000000000001,2,2,47,23.5,0.5,19,9.5,7.0,0.5,0.0,0.0,2.0
帕特-康诺顿,0.5,0.0,2.0,5.5,0.5,1.5,2.0,2.0,0.75,2,0,30,15.0,0.0,19,9.5,2.0,0.5,2.0,0.5,1.0
泰鲁斯-琼斯,3.3,0.3,1.8,9.0,0.4,1.0,4.25,0.0,0.706,4,0,91,22.8,0.3,38,9.5,2.0,1.0,0.0,0.0,2.8
格伦-罗宾逊,1.0,0.3,2.0,9.0,0.4,1.7,2.333,0.667,0.857,3,0,59,19.7,2.3,28,9.3,4.3,1.0,0.667,0.25,0.7
杰里安-格兰特,2.7,0.0,1.3,5.332999999999999,0.6,1.3,2.667,0.667,1.0,3,0,59,19.7,0.0,28,9.3,1.3,0.3,0.667,0.667,0.7
肯特-贝兹莫尔,3.0,1.3,4.3,7.667000000000001,0.4,1.7,3.0,1.3330000000000002,0.667,3,3,75,25.0,0.0,28,9.3,4.3,1.3,1.3330000000000002,0.28600000000000003,1.7
博班-马扬诺维奇,0.3,0.7,1.3,3.667,0.8,1.0,3.667,0.0,0.909,3,0,20,6.7,1.7,28,9.3,3.0,0.0,0.0,0.0,1.3
杰伦-布伦森,2.0,0.0,1.3,5.667000000000001,0.5,2.0,4.0,1.0,0.583,3,0,36,12.0,0.7,28,9.3,2.0,1.3,1.0,0.6,1.0
韦斯利-马修斯,2.3,0.0,3.7,8.333,0.3,1.7,3.333,1.6669999999999998,0.7,3,3,73,24.3,0.3,28,9.3,4.0,1.0,1.6669999999999998,0.385,0.7
以赛亚-卡南,4.0,0.0,1.5,6.0,0.5,2.5,0.5,2.5,1.0,2,0,48,24.0,0.0,18,9.0,1.5,1.0,2.5,0.556,3.5
厄桑-伊利亚索瓦,0.0,0.0,1.0,5.0,0.6,0.0,2.0,1.0,1.0,1,0,11,11.0,3.0,9,9.0,4.0,0.0,1.0,1.0,0.0
达里奥-萨里奇,2.3,1.0,3.7,8.333,0.4,1.7,2.667,0.33299999999999996,1.0,3,3,72,24.0,1.0,27,9.0,4.7,0.3,0.33299999999999996,0.1,1.3
杰拉德-格林,1.0,0.5,4.0,9.0,0.3,3.0,1.0,2.0,1.0,2,0,48,24.0,0.5,18,9.0,4.5,0.0,2.0,0.267,1.5
J.J.巴里亚,5.5,0.0,0.5,6.5,0.4,0.5,5.0,0.5,0.7,2,0,38,19.0,0.0,18,9.0,0.5,0.5,0.5,0.2,1.5
以赛亚-哈尔滕施泰因,1.0,0.0,0.0,5.0,0.6,4.0,2.0,1.0,1.0,1,0,12,12.0,2.0,9,9.0,2.0,1.0,1.0,1.0,3.0
雷吉-布洛克,2.0,0.3,3.0,9.0,0.4,1.0,1.0,1.6669999999999998,0.667,3,3,83,27.7,1.0,27,9.0,4.0,1.3,1.6669999999999998,0.35700000000000004,0.0
斯宾瑟-丁威迪,4.5,0.0,3.0,9.5,0.3,2.0,3.5,0.5,0.7140000000000001,2,0,41,20.5,0.5,18,9.0,3.5,0.5,0.5,0.14300000000000002,1.5
布莱恩特-韦伯,3.7,0.3,1.0,5.332999999999999,0.6,2.3,2.0,1.0,1.0,3,0,55,18.3,0.0,27,9.0,1.0,2.7,1.0,0.75,1.7
马克尔-富尔茨,2.5,1.0,2.0,9.25,0.4,4.0,1.0,0.25,0.75,4,4,91,22.8,1.3,36,9.0,3.3,1.3,0.25,0.2,2.5
德安德烈-乔丹,4.0,2.0,6.0,6.0,0.5,5.0,6.0,0.0,0.5,1,1,18,18.0,2.0,9,9.0,8.0,0.0,0.0,0.0,3.0
阿列克斯-波斯里斯,1.3,1.0,2.7,7.0,0.5,4.3,2.667,1.0,0.5,3,0,61,20.3,1.0,27,9.0,3.7,1.7,1.0,0.33299999999999996,1.7
本-西蒙斯,9.3,1.3,6.5,6.75,0.5,2.3,3.5,0.0,0.5710000000000001,4,4,107,26.8,1.3,36,9.0,7.8,1.8,0.0,0.0,4.5
杰拉米-格兰特,0.3,0.3,4.7,8.333,0.3,2.0,4.333,0.667,0.846,3,0,70,23.3,0.0,27,9.0,4.7,1.0,0.667,0.25,1.7
兰德里-沙梅特,1.0,0.0,0.8,6.75,0.4,2.0,1.75,1.5,1.0,4,0,72,18.0,0.5,35,8.8,1.3,0.0,1.5,0.353,0.8
安东尼-托利弗,1.8,0.3,2.0,7.25,0.3,2.5,3.25,2.0,0.846,4,0,96,24.0,1.3,35,8.8,3.3,0.5,2.0,0.4,1.5
德章泰-穆雷,1.3,0.3,5.0,8.667,0.5,1.3,1.0,0.0,0.667,3,3,51,17.0,0.7,26,8.7,5.7,1.0,0.0,0.0,1.7
贾巴里-帕克,3.0,0.0,6.3,12.333,0.2,1.7,2.667,0.33299999999999996,0.875,3,3,70,23.3,1.3,26,8.7,7.7,0.3,0.33299999999999996,0.14300000000000002,1.0
D.J.奥古斯丁,4.7,0.0,2.3,6.667000000000001,0.4,2.0,3.0,1.3330000000000002,0.667,3,3,70,23.3,0.3,26,8.7,2.7,0.7,1.3330000000000002,0.4,2.3
贾麦考-格林,1.0,0.7,5.3,6.0,0.4,3.3,3.0,1.0,0.778,3,3,48,16.0,2.0,26,8.7,7.3,0.0,1.0,0.375,1.0
阿莱克斯-阿布里内斯,1.0,0.0,2.3,5.332999999999999,0.5,2.3,1.3330000000000002,2.0,1.0,3,0,49,16.3,0.0,26,8.7,2.3,0.3,2.0,0.462,1.0
雷蒙德-费尔顿,3.3,0.7,2.0,9.333,0.4,2.0,1.3330000000000002,0.33299999999999996,0.75,3,0,48,16.0,0.0,26,8.7,2.0,0.7,0.33299999999999996,0.16699999999999998,1.3
钱德勒-帕森斯,2.0,0.0,2.3,4.667,0.6,1.0,1.6669999999999998,1.6669999999999998,1.0,3,3,51,17.0,0.0,26,8.7,2.3,0.7,1.6669999999999998,0.556,0.0
鲁迪恩-库鲁斯,1.0,0.0,2.0,4.0,0.6,0.5,4.0,0.0,0.875,2,0,19,9.5,2.5,17,8.5,4.5,2.0,0.0,0.0,0.5
尼古拉斯-巴图姆,4.8,0.3,6.0,6.5,0.5,2.3,2.5,0.75,0.7,4,4,94,23.5,0.3,34,8.5,6.3,0.8,0.75,0.33299999999999996,2.3
博扬-博格达诺维奇,1.5,0.0,2.5,8.0,0.4,1.5,1.0,1.5,1.0,2,2,50,25.0,0.0,17,8.5,2.5,0.5,1.5,0.3,0.5
谢尔文-马克,4.0,0.0,1.0,3.5,0.9,1.0,1.5,1.0,1.0,2,1,36,18.0,0.0,17,8.5,1.0,0.0,1.0,1.0,0.5
凯尔-科沃尔,0.5,0.5,0.5,6.5,0.5,2.5,0.5,2.0,1.0,2,0,31,15.5,0.0,17,8.5,0.5,0.0,2.0,0.5,1.0
乔治-尼昂,1.5,0.3,2.8,4.75,0.7,2.3,1.0,1.5,0.5,4,0,48,12.0,0.3,34,8.5,3.0,0.0,1.5,0.545,0.5
丹伊恩-多特森,1.3,0.0,2.5,5.25,0.5,1.5,2.0,1.0,0.875,4,0,54,13.5,0.3,33,8.3,2.8,0.3,1.0,0.5710000000000001,0.5
德隆-怀特,2.0,0.7,3.3,6.667000000000001,0.4,1.3,1.6669999999999998,1.0,0.8,3,1,68,22.7,0.7,25,8.3,4.0,0.3,1.0,0.5,0.7
德怀恩-韦德,2.0,1.0,2.3,9.5,0.3,2.0,2.0,1.0,0.625,4,0,74,18.5,0.5,33,8.3,2.8,0.8,1.0,0.4,2.8
迈尔斯-莱昂纳德,1.3,0.0,1.3,4.0,0.8,2.0,1.0,1.3330000000000002,1.0,3,0,42,14.0,0.3,25,8.3,1.7,0.3,1.3330000000000002,0.667,0.0
哈米杜-迪亚洛,0.7,0.3,2.3,7.0,0.4,2.7,3.667,0.0,0.818,3,0,72,24.0,2.0,25,8.3,4.3,1.3,0.0,0.0,0.3
莱恩-安德森,1.3,0.0,3.0,6.0,0.4,2.0,3.25,1.25,0.769,4,4,83,20.8,1.3,33,8.3,4.3,0.0,1.25,0.313,0.8
安德鲁-维金斯,0.3,0.8,1.8,8.25,0.4,2.5,3.25,0.5,0.5379999999999999,4,4,101,25.3,1.3,33,8.3,3.0,0.3,0.5,0.28600000000000003,2.5
罗伯特-科温顿,1.3,1.0,2.5,7.25,0.4,3.3,1.0,1.5,0.75,4,4,95,23.8,0.8,33,8.3,3.3,1.8,1.5,0.33299999999999996,1.8
艾伦-霍利迪,1.0,0.7,1.0,5.0,0.5,1.7,2.667,1.3330000000000002,0.875,3,0,36,12.0,0.0,25,8.3,1.0,0.0,1.3330000000000002,0.444,2.7
帕特里克-贝弗利,5.0,1.5,2.5,7.5,0.5,2.0,0.0,1.0,0.0,2,2,46,23.0,1.0,16,8.0,3.5,2.0,1.0,0.4,0.0
