,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG,location
迈尔斯-布里奇斯,0.8,0.5,5.3,8.5,0.6,2.0,1.75,2.0,0.429,4,0,97,24.3,0.5,49,12.3,5.8,0.3,2.0,0.5,0.3,前锋
蒙特雷斯-哈雷尔,1.7,0.3,5.0,7.667000000000002,0.6,3.3,4.667,0.0,0.5710000000000001,3,0,58,19.3,1.3,36,12.0,6.3,0.3,0.0,0.0,1.7,前锋
TJ-沃伦,1.5,0.8,2.3,6.25,0.6,1.5,5.0,0.25,0.75,4,0,70,17.5,0.3,48,12.0,2.5,0.8,0.25,0.25,0.5,前锋
内马尼亚-别利察,3.0,3.0,5.0,7.0,0.7,2.0,0.0,2.0,0.0,1,1,18,18.0,0.0,12,12.0,5.0,0.0,2.0,0.667,0.0,前锋
奥托-波特,1.7,0.0,3.3,7.332999999999998,0.6,1.7,1.3330000000000002,2.0,1.0,3,3,67,22.3,1.7,36,12.0,5.0,1.0,2.0,0.429,1.0,前锋
帕斯卡尔-西亚卡姆,2.3,0.0,7.0,9.333,0.5,2.3,3.333,0.667,0.7,3,1,74,24.7,2.3,35,11.7,9.3,0.7,0.667,0.25,2.3,前锋
德玛尔-德罗赞,3.3,0.7,2.0,9.333,0.5,1.3,3.333,0.333,0.8,3,3,70,23.3,0.0,35,11.7,2.0,1.3,0.333,0.5,1.7,前锋
马文-巴格利三世,1.0,1.0,3.5,9.75,0.4,1.5,4.75,0.0,0.737,4,1,97,24.3,3.3,46,11.5,6.8,0.5,0.0,0.0,1.0,前锋
乔-哈里斯,2.0,1.0,2.0,9.0,0.4,1.0,2.0,2.0,0.75,2,0,43,21.5,0.0,23,11.5,2.0,0.5,2.0,0.308,1.5,前锋
拉马库斯-阿尔德里奇,0.7,0.7,4.0,11.0,0.5,2.3,1.3330000000000002,0.0,1.0,3,3,64,21.3,0.7,34,11.3,4.7,0.0,0.0,0.0,1.7,前锋
亚历山大,3.3,0.3,1.3,9.0,0.5,2.3,1.6669999999999998,0.667,0.8,3,2,68,22.7,0.3,34,11.3,1.7,2.0,0.667,0.667,1.0,前锋
杰里米-兰姆,3.3,0.8,3.3,9.25,0.4,1.8,2.0,1.25,1.0,4,4,94,23.5,0.8,45,11.3,4.0,0.5,1.25,0.35700000000000004,1.5,前锋
约翰-科林斯,2.0,0.0,1.5,9.0,0.6,3.0,1.0,0.0,1.0,2,2,33,16.5,1.0,22,11.0,2.5,0.5,0.0,0.0,1.5,前锋
鲁迪-盖伊,1.0,0.7,4.7,6.332999999999998,0.7,0.7,0.0,1.6669999999999998,0.0,3,2,51,17.0,0.3,33,11.0,5.0,1.0,1.6669999999999998,0.833,1.0,前锋
杰伦-布朗,1.3,0.3,2.8,10.75,0.4,3.8,1.25,0.75,0.8,4,4,85,21.3,1.5,43,10.8,4.3,0.3,0.75,0.17600000000000002,1.3,前锋
托里恩-普林斯,2.0,0.0,6.0,7.0,0.5,2.0,2.0,2.0,0.75,2,2,52,26.0,0.0,21,10.5,6.0,0.5,2.0,0.5,2.5,前锋
福尔康-科尔克马兹,0.3,0.0,2.8,6.0,0.6,1.8,1.0,2.0,0.75,4,0,50,12.5,0.0,41,10.3,2.8,0.5,2.0,0.5329999999999999,0.5,前锋
贾斯蒂斯-温斯洛,1.5,0.0,4.3,7.75,0.4,2.5,4.0,1.0,0.75,4,4,109,27.3,1.0,40,10.0,5.3,0.8,1.0,0.4,1.8,前锋
德怀特-鲍威尔,1.5,0.5,3.5,7.0,0.5,4.5,3.0,0.0,0.833,2,2,37,18.5,2.0,19,9.5,5.5,1.0,0.0,0.0,2.0,前锋
杰森-塔图姆,0.5,0.3,3.5,10.5,0.3,2.0,2.0,0.75,0.875,4,4,79,19.8,0.3,38,9.5,3.8,0.8,0.75,0.333,0.8,前锋
迈尔斯-特纳,1.0,2.5,6.5,9.0,0.4,4.0,3.5,0.0,0.7140000000000001,2,2,47,23.5,0.5,19,9.5,7.0,0.5,0.0,0.0,2.0,前锋
格伦-罗宾逊,1.0,0.3,2.0,9.0,0.4,1.7,2.333,0.667,0.857,3,0,59,19.7,2.3,28,9.3,4.3,1.0,0.667,0.25,0.7,前锋
达里奥-萨里奇,2.3,1.0,3.7,8.333,0.4,1.7,2.667,0.333,1.0,3,3,72,24.0,1.0,27,9.0,4.7,0.3,0.333,0.1,1.3,前锋
本-西蒙斯,9.3,1.3,6.5,6.75,0.5,2.3,3.5,0.0,0.5710000000000001,4,4,107,26.8,1.3,36,9.0,7.8,1.8,0.0,0.0,4.5,前锋
杰拉米-格兰特,0.3,0.3,4.7,8.333,0.3,2.0,4.333,0.667,0.846,3,0,70,23.3,0.0,27,9.0,4.7,1.0,0.667,0.25,1.7,前锋
贾巴里-帕克,3.0,0.0,6.3,12.333,0.2,1.7,2.667,0.333,0.875,3,3,70,23.3,1.3,26,8.7,7.7,0.3,0.333,0.14300000000000002,1.0,前锋
博扬-博格达诺维奇,1.5,0.0,2.5,8.0,0.4,1.5,1.0,1.5,1.0,2,2,50,25.0,0.0,17,8.5,2.5,0.5,1.5,0.3,0.5,前锋
安德鲁-维金斯,0.3,0.8,1.8,8.25,0.4,2.5,3.25,0.5,0.5379999999999999,4,4,101,25.3,1.3,33,8.3,3.0,0.3,0.5,0.28600000000000003,2.5,前锋
罗伯特-科温顿,1.3,1.0,2.5,7.25,0.4,3.3,1.0,1.5,0.75,4,4,95,23.8,0.8,33,8.3,3.3,1.8,1.5,0.333,1.8,前锋
