cnName,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG
阿隆-戈登,1.8,0.2,4.2,11.167,0.4,1.3,1.5,0.833,0.667,6,6,125,20.8,0.8,59,9.8,5.0,0.7,0.833,0.217,1.5
杰伦-布伦森,4.8,0.0,1.8,6.5,0.5,1.5,2.25,0.5,1.0,4,1,58,14.5,0.5,39,9.8,2.3,0.5,0.5,0.25,1.3
小德里克-琼斯,0.6,0.2,3.0,7.4,0.5,2.2,2.4,0.4,0.75,5,0,124,24.8,1.4,49,9.8,4.4,1.2,0.4,0.33299999999999996,1.0
安德鲁-维金斯,1.4,0.0,0.6,11.4,0.3,2.0,2.0,1.2,0.5,5,5,95,19.0,0.6,49,9.8,1.2,0.0,1.2,0.316,1.6
本-麦克勒莫,0.7,0.0,0.8,8.167,0.4,2.2,0.0,2.667,0.0,6,1,112,18.7,0.7,58,9.7,1.5,0.3,2.667,0.39,1.0
乔纳森-艾萨克,1.8,1.5,4.0,8.5,0.4,2.5,3.0,0.833,0.722,6,6,145,24.2,1.7,58,9.7,5.7,2.0,0.833,0.263,0.8
鲁迪-盖伊,1.3,0.3,4.7,8.333,0.4,1.3,0.667,1.6669999999999998,1.0,3,0,59,19.7,0.3,29,9.7,5.0,0.3,1.6669999999999998,0.41700000000000004,2.0
Caleb Martin,1.2,0.4,2.2,7.4,0.4,0.8,3.0,0.8,0.8,5,0,103,20.6,1.0,48,9.6,3.2,0.4,0.8,0.28600000000000003,1.8
贾维尔-麦基,0.6,2.2,5.2,6.2,0.7,2.4,0.8,0.2,0.75,5,2,84,16.8,2.2,48,9.6,7.4,0.8,0.2,1.0,1.6
爱德蒙-萨姆纳,3.3,0.3,1.5,7.5,0.5,2.3,1.25,0.5,0.8,4,0,82,20.5,0.0,38,9.5,1.5,1.0,0.5,0.4,2.0
克里斯-布切尔,0.5,2.0,2.5,6.25,0.6,1.5,3.25,0.75,0.5379999999999999,4,1,56,14.0,1.0,38,9.5,3.5,0.5,0.75,0.429,0.3
凯兰-马丁,1.5,0.0,1.0,9.0,0.4,1.5,1.0,1.0,0.5,2,0,36,18.0,0.5,19,9.5,1.5,0.5,1.0,0.2,0.5
特洛伊-丹尼尔斯,0.0,0.0,2.0,9.5,0.4,4.0,0.0,1.5,0.0,2,1,47,23.5,0.0,19,9.5,2.0,2.0,1.5,0.3,0.5
马利克-莫克,2.3,0.5,2.0,7.0,0.5,0.8,1.0,1.5,1.0,4,0,65,16.3,0.0,38,9.5,2.0,1.0,1.5,0.353,1.3
大卫-努瓦巴,1.5,0.3,2.3,6.25,0.6,1.5,2.25,1.0,0.667,4,0,82,20.5,1.8,38,9.5,4.0,1.3,1.0,0.33299999999999996,2.5
贾勒特艾伦,1.3,1.8,3.8,6.0,0.6,1.0,3.5,0.0,0.5710000000000001,4,3,82,20.5,1.8,38,9.5,5.5,0.8,0.0,0.0,2.3
凯里-欧文,2.0,0.0,1.5,8.5,0.4,0.5,1.5,1.0,1.0,2,2,26,13.0,0.0,19,9.5,1.5,1.0,1.0,0.4,2.0
洛伦佐-波尔,5.4,0.4,3.0,8.2,0.3,1.4,2.6,1.8,0.769,5,5,114,22.8,0.6,47,9.4,3.6,1.0,1.8,0.31,1.6
Eric Paschall,1.2,0.4,1.8,7.0,0.5,2.8,3.4,0.2,0.8240000000000001,5,1,115,23.0,1.8,47,9.4,3.6,0.6,0.2,0.25,1.0
马基斯-克里斯,3.4,1.0,5.8,5.8,0.6,3.6,2.8,0.2,0.857,5,4,112,22.4,2.2,47,9.4,8.0,1.0,0.2,0.14300000000000002,1.6
布拉德-沃纳梅克,3.7,0.0,3.0,5.667000000000001,0.4,2.3,4.667,0.33299999999999996,0.929,3,1,53,17.7,0.0,28,9.3,3.0,1.0,0.33299999999999996,0.2,1.3
Michael Porter Jr.,0.8,0.5,3.0,7.25,0.6,2.8,1.5,0.25,0.667,4,0,64,16.0,1.0,37,9.3,4.0,0.5,0.25,0.14300000000000002,0.5
罗宾-洛佩兹,0.5,1.3,2.5,6.5,0.6,1.8,0.75,1.0,1.0,4,2,70,17.5,0.8,37,9.3,3.3,0.3,1.0,0.33299999999999996,1.0
马尔科姆-布罗格登,6.0,0.0,2.5,7.5,0.3,2.3,2.75,1.75,0.909,4,4,98,24.5,0.8,37,9.3,3.3,0.3,1.75,0.5379999999999999,2.0
贾文特-格林,1.0,0.3,3.0,5.0,0.8,0.5,1.5,0.25,0.667,4,0,56,14.0,1.0,37,9.3,4.0,0.5,0.25,0.25,1.3
戈兰-德拉季奇,4.8,0.0,1.8,6.25,0.5,1.8,0.75,2.0,1.0,4,0,80,20.0,0.5,37,9.3,2.3,0.8,2.0,0.5329999999999999,2.8
埃弗里-布拉德利,0.5,0.0,0.8,7.75,0.5,3.0,1.0,1.0,0.75,4,3,88,22.0,0.8,37,9.3,1.5,0.8,1.0,0.33299999999999996,1.0
雷吉-杰克逊,3.3,0.3,1.5,11.25,0.3,2.0,1.5,1.25,1.0,4,4,86,21.5,0.0,37,9.3,1.5,0.3,1.25,0.278,2.0
艾伦-霍利迪,3.3,0.3,1.0,8.333,0.4,2.7,2.667,1.0,0.875,3,0,47,15.7,0.3,28,9.3,1.3,0.0,1.0,0.25,1.3
德章泰-穆雷,3.6,0.2,3.8,7.2,0.4,2.6,2.8,0.6,0.7859999999999999,5,5,93,18.6,0.0,46,9.2,3.8,1.2,0.6,0.6,1.4
达迈·李,0.8,0.0,2.6,6.2,0.5,1.0,3.8,0.6,0.789,5,0,83,16.6,1.0,46,9.2,3.6,2.0,0.6,0.214,1.4
德安德烈-本布里,2.8,0.6,4.2,8.4,0.4,3.6,3.2,0.4,0.625,5,3,120,24.0,1.6,46,9.2,5.8,2.0,0.4,0.33299999999999996,2.4
戴维斯-贝尔坦斯,1.6,0.6,3.4,6.4,0.4,0.8,1.0,2.6,0.8,5,0,87,17.4,0.2,45,9.0,3.6,0.8,2.6,0.46399999999999997,0.4
杰伦-布朗,2.0,0.7,4.0,7.0,0.5,0.7,1.6669999999999998,0.33299999999999996,0.8,3,3,54,18.0,0.3,27,9.0,4.3,1.0,0.33299999999999996,0.25,0.7
马基夫-莫里斯,0.8,0.5,2.5,7.25,0.5,2.5,0.75,1.0,0.667,4,2,72,18.0,0.0,36,9.0,2.5,0.3,1.0,0.33299999999999996,1.5
帕特里克-帕特森,0.3,0.0,2.7,5.0,0.7,0.7,0.667,1.6669999999999998,0.0,3,0,48,16.0,0.3,27,9.0,3.0,0.0,1.6669999999999998,0.7140000000000001,0.7
艾尔-霍福德,2.3,0.5,3.8,8.25,0.5,1.0,1.0,1.0,0.5,4,4,85,21.3,1.8,36,9.0,5.5,1.3,1.0,0.4,1.0
乔-因戈尔斯,5.8,0.0,2.3,6.0,0.5,2.5,1.0,2.0,1.0,4,1,96,24.0,0.3,36,9.0,2.5,1.0,2.0,0.47100000000000003,2.3
Darius Garland,2.7,0.0,0.7,6.667000000000001,0.6,2.0,0.667,1.0,1.0,3,0,50,16.7,0.0,27,9.0,0.7,0.3,1.0,0.429,1.7
Lindell Wigginton,3.0,0.0,1.0,5.0,0.8,0.0,1.0,0.0,1.0,1,0,10,10.0,0.0,9,9.0,1.0,0.0,0.0,0.0,1.0
凯尔-洛瑞,5.0,0.0,2.0,12.0,0.2,0.0,1.0,2.0,1.0,1,1,26,26.0,0.0,9,9.0,2.0,1.0,2.0,0.28600000000000003,3.0
泰勒-约翰逊,1.0,0.0,1.0,6.5,0.5,2.0,1.0,2.0,1.0,2,0,37,18.5,0.5,18,9.0,1.5,0.5,2.0,0.5710000000000001,1.5
托尼-斯内尔,1.6,0.6,2.2,7.8,0.4,0.8,0.6,1.8,1.0,5,5,107,21.4,0.4,44,8.8,2.6,0.4,1.8,0.33299999999999996,0.6
贾斯蒂斯-温斯洛,5.5,0.0,4.0,10.25,0.4,2.3,2.0,0.0,0.625,4,4,101,25.3,0.5,35,8.8,4.5,1.0,0.0,0.0,3.8
约什-哈特,1.5,0.3,3.5,6.25,0.5,2.3,2.0,2.0,0.375,4,1,84,21.0,0.5,35,8.8,4.0,0.8,2.0,0.444,0.8
格伦-罗宾逊,1.0,0.3,3.0,6.5,0.5,1.8,1.0,1.25,1.0,4,3,80,20.0,1.0,35,8.8,4.0,0.8,1.25,0.5,0.5
斯特尔林-K-布朗,1.5,0.5,4.3,5.25,0.6,2.8,1.5,1.25,1.0,4,1,80,20.0,1.0,35,8.8,5.3,0.5,1.25,0.7140000000000001,2.5
哈米杜-迪亚洛,0.7,0.0,3.3,7.667000000000001,0.5,3.3,1.3330000000000002,0.0,0.5,3,1,68,22.7,1.0,26,8.7,4.3,1.0,0.0,0.0,1.3
阿利泽-约翰逊,0.7,0.0,3.7,5.332999999999999,0.5,3.0,3.0,1.0,0.778,3,0,46,15.3,2.0,26,8.7,5.7,0.3,1.0,0.5,1.7
达里奥-萨里奇,1.0,0.0,5.3,8.333,0.4,2.0,1.3330000000000002,1.6669999999999998,0.75,3,3,65,21.7,1.7,26,8.7,7.0,0.7,1.6669999999999998,0.5,1.7
拉简-朗多,3.3,0.0,2.0,7.667000000000001,0.4,1.7,0.667,1.3330000000000002,1.0,3,2,59,19.7,0.3,26,8.7,2.3,0.7,1.3330000000000002,0.4,3.0
Garrison Mathews,1.2,0.0,2.6,5.6,0.4,1.4,2.6,2.0,0.846,5,0,89,17.8,0.2,43,8.6,2.8,0.4,2.0,0.41700000000000004,1.2
罗伊斯 奥尼尔,2.6,0.4,2.6,5.8,0.5,2.0,1.4,1.2,1.0,5,2,112,22.4,0.8,43,8.6,3.4,0.6,1.2,0.6,1.6
