,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG,location
克里斯-米德尔顿,4.3,0.1,5.3,14.909,0.4,2.2,3.3510000000000004,2.325,0.8370000000000001,77,77,2393,31.1,0.6,1407,18.3,6.0,1.0,2.325,0.378,2.3,前锋
布兰登-英格拉姆,3.0,0.6,4.3,14.019,0.5,2.9,5.558,0.596,0.675,52,52,1761,33.9,0.8,950,18.3,5.1,0.5,0.596,0.33,2.5,前锋
安德鲁-维金斯,2.5,0.7,3.7,16.562,0.4,2.1,4.055,1.616,0.6990000000000001,73,73,2543,34.8,1.1,1321,18.1,4.8,1.0,1.616,0.339,1.9,前锋
TJ-沃伦,1.5,0.7,3.3,14.209,0.5,2.8,2.884,1.791,0.815,43,36,1360,31.6,0.7,772,18.0,4.0,1.2,1.791,0.428,1.2,前锋
博扬-博格达诺维奇,2.0,0.0,3.7,12.975,0.5,1.7,3.765,2.025,0.807,81,81,2573,31.8,0.4,1454,18.0,4.1,0.9,2.025,0.425,1.7,前锋
凯文-乐福,2.2,0.2,9.4,12.864,0.4,2.5,5.182,2.4090000000000003,0.904,22,21,598,27.2,1.5,374,17.0,10.9,0.3,2.4090000000000003,0.361,1.9,前锋
本-西蒙斯,7.7,0.8,6.6,12.152,0.6,2.6,5.417999999999998,0.0,0.6,79,79,2700,34.2,2.2,1337,16.9,8.8,1.4,0.0,0.0,3.5,前锋
帕斯卡尔-西亚卡姆,3.1,0.7,5.3,11.813,0.5,3.0,3.775,0.988,0.785,80,79,2548,31.9,1.6,1354,16.9,6.9,0.9,0.988,0.369,1.9,前锋
蒙特雷斯-哈雷尔,2.0,1.3,4.3,10.829,0.6,3.1,5.049,0.037000000000000005,0.643,82,5,2158,26.3,2.2,1361,16.6,6.5,0.9,0.037000000000000005,0.17600000000000002,1.6,前锋
哈里森-巴恩斯,1.5,0.2,3.9,13.338,0.4,1.6,3.61,2.26,0.8240000000000001,77,77,2533,32.9,0.7,1265,16.4,4.7,0.6,2.26,0.395,1.3,前锋
杰森-塔图姆,1.9,0.8,5.2,13.209,0.5,2.2,3.09,1.4780000000000002,0.87,67,67,2086,31.1,0.9,1079,16.1,6.2,1.1,1.4780000000000002,0.368,1.6,前锋
阿隆-戈登,3.7,0.7,5.7,13.41,0.4,2.2,3.244,1.551,0.731,78,78,2633,33.8,1.7,1246,16.0,7.4,0.7,1.551,0.349,2.1,前锋
杰里米-兰姆,2.2,0.4,4.7,12.392,0.4,1.8,3.2910000000000004,1.456,0.888,79,55,2250,28.5,0.8,1208,15.3,5.5,1.1,1.456,0.348,1.0,前锋
伊万-福尼耶,3.6,0.1,2.7,13.198,0.4,2.8,2.099,1.889,0.8059999999999999,81,81,2553,31.5,0.5,1226,15.1,3.2,0.9,1.889,0.34,1.9,前锋
特伦斯-罗斯,1.7,0.4,3.1,12.679,0.4,1.5,1.778,2.679,0.875,81,0,2150,26.5,0.3,1223,15.1,3.5,0.9,2.679,0.383,1.1,前锋
赛尔吉-伊巴卡,1.3,1.4,6.0,11.851,0.5,2.9,2.392,0.662,0.763,74,51,2010,27.2,2.1,1112,15.0,8.1,0.4,0.662,0.29,1.5,前锋
马文-巴格利三世,1.0,1.0,5.0,11.387,0.5,1.9,4.226,0.484,0.691,62,4,1568,25.3,2.6,923,14.9,7.6,0.5,0.484,0.313,1.6,前锋
贾巴里-帕克,2.4,0.5,5.3,11.703,0.5,2.3,2.875,0.953,0.7120000000000001,64,17,1724,26.9,1.2,930,14.5,6.6,0.7,0.953,0.313,2.4,前锋
鲍比-波蒂斯,1.4,0.4,5.9,12.56,0.4,2.9,1.94,1.5,0.794,50,28,1298,26.0,2.2,710,14.2,8.1,0.7,1.5,0.393,1.5,前锋
多曼塔斯-萨博尼斯,2.9,0.4,6.8,9.459,0.6,3.2,3.932,0.122,0.715,74,5,1838,24.8,2.5,1043,14.1,9.3,0.6,0.122,0.529,2.2,前锋
马库斯-莫里斯,1.5,0.3,5.1,11.253,0.4,2.4,2.307,1.947,0.8440000000000001,75,53,2091,27.9,1.0,1046,13.9,6.1,0.6,1.947,0.375,1.2,前锋
贾伦-杰克逊,1.1,1.4,3.4,10.155,0.5,3.8,3.397,0.879,0.7659999999999999,58,56,1515,26.1,1.3,798,13.8,4.7,0.9,0.879,0.359,1.7,前锋
鲁迪-盖伊,2.6,0.5,5.9,10.812,0.5,2.3,2.13,1.072,0.816,69,51,1842,26.7,0.9,946,13.7,6.8,0.8,1.072,0.402,1.7,前锋
乔-哈里斯,2.4,0.2,3.1,9.842,0.5,2.4,1.75,2.408,0.8270000000000001,76,76,2294,30.2,0.7,1041,13.7,3.8,0.5,2.408,0.474,1.6,前锋
杰拉米-格兰特,1.0,1.3,4.0,10.288,0.5,2.7,2.763,1.4380000000000002,0.71,80,77,2612,32.7,1.2,1090,13.6,5.2,0.8,1.4380000000000002,0.392,0.8,前锋
艾尔-霍福德,4.2,1.3,5.0,10.632,0.5,1.9,1.3969999999999998,1.074,0.821,68,68,1973,29.0,1.8,925,13.6,6.7,0.9,1.074,0.36,1.5,前锋
托里恩-普林斯,2.1,0.3,3.2,10.8,0.4,2.6,2.109,2.236,0.8190000000000001,55,47,1552,28.2,0.4,742,13.5,3.6,1.0,2.236,0.39,1.8,前锋
卡梅隆-安东尼,0.5,0.7,4.5,12.1,0.4,3.2,2.2,2.1,0.682,10,2,294,29.4,0.9,134,13.4,5.4,0.4,2.1,0.328,0.8,前锋
迈尔斯-特纳,1.6,2.7,5.8,10.541,0.5,2.6,2.716,1.027,0.736,74,74,2119,28.6,1.4,984,13.3,7.2,0.8,1.027,0.388,1.4,前锋
切迪-奥斯曼,2.6,0.1,4.1,11.105,0.4,2.6,2.382,1.711,0.779,76,75,2444,32.2,0.6,991,13.0,4.7,0.8,1.711,0.348,1.5,前锋
杰伦-布朗,1.4,0.4,3.4,10.703,0.5,2.5,2.73,1.284,0.6579999999999999,74,25,1913,25.9,0.9,964,13.0,4.2,0.9,1.284,0.344,1.3,前锋
凯利-乌布雷,0.7,0.7,3.6,10.517,0.4,2.4,2.931,1.414,0.8,29,7,755,26.0,0.8,373,12.9,4.4,0.9,1.414,0.311,1.0,前锋
赛迪斯-杨,2.5,0.4,4.1,10.383,0.5,2.4,1.6669999999999998,0.63,0.644,81,81,2489,30.7,2.4,1024,12.6,6.5,1.5,0.63,0.349,1.5,前锋
保罗-米尔萨普,2.0,0.8,5.0,9.5,0.5,2.6,3.557,0.8290000000000001,0.727,70,65,1895,27.1,2.2,883,12.6,7.2,1.2,0.8290000000000001,0.365,1.4,前锋
奥托-波特,2.0,0.5,4.7,10.78,0.5,1.9,1.561,1.585,0.7659999999999999,41,28,1191,29.0,1.0,518,12.6,5.6,1.6,1.585,0.369,1.0,前锋
贾斯蒂斯-温斯洛,4.3,0.3,4.4,11.348,0.4,2.7,2.076,1.455,0.628,66,52,1960,29.7,1.0,830,12.6,5.4,1.1,1.455,0.375,2.2,前锋
乔-因戈尔斯,5.7,0.2,3.6,9.78,0.4,2.2,1.5,2.305,0.7070000000000001,82,82,2568,31.3,0.4,994,12.1,4.0,1.2,2.305,0.391,2.4,前锋
贾伊-克劳德,1.7,0.4,4.1,9.963,0.4,2.1,2.463,2.1630000000000003,0.721,80,11,2166,27.1,0.8,951,11.9,4.8,0.8,2.1630000000000003,0.331,1.1,前锋
戈登-海沃德,3.4,0.3,3.8,8.818999999999997,0.5,1.4,2.597,1.069,0.8340000000000001,72,18,1863,25.9,0.7,825,11.5,4.5,0.9,1.069,0.333,1.5,前锋
马基夫-莫里斯,1.8,0.6,3.9,9.647,0.4,3.4,2.147,1.412,0.7809999999999999,34,15,883,26.0,1.2,391,11.5,5.1,0.7,1.412,0.333,1.4,前锋
罗伯特-科温顿,1.1,1.8,4.6,9.0,0.4,3.5,1.769,2.3080000000000003,0.7390000000000001,13,13,440,33.8,0.5,147,11.3,5.2,1.8,2.3080000000000003,0.39,1.7,前锋
罗德尼-胡德,1.8,0.2,1.8,9.319,0.4,2.0,2.153,1.167,0.884,72,49,1893,26.3,0.3,805,11.2,2.2,0.8,1.167,0.35600000000000004,0.8,前锋
达里奥-萨里奇,2.0,0.2,5.0,10.154,0.4,3.0,2.3080000000000003,1.615,0.9,13,13,396,30.5,1.6,144,11.1,6.6,0.3,1.615,0.3,1.9,前锋
特里斯坦-汤普森,2.0,0.4,6.2,8.837,0.5,2.1,2.465,0.0,0.642,43,40,1198,27.9,4.0,470,10.9,10.2,0.7,0.0,0.0,1.4,前锋
亚历山大,3.3,0.5,2.1,8.732000000000001,0.5,2.1,2.378,0.622,0.8,82,73,2174,26.5,0.7,889,10.8,2.8,1.2,0.622,0.3670000000000001,1.7,前锋
德怀特-鲍威尔,1.5,0.6,3.5,6.312,0.6,2.6,3.299,0.506,0.772,77,22,1663,21.6,1.8,815,10.6,5.3,0.6,0.506,0.307,0.9,前锋
托马斯-布莱恩特,1.3,0.9,4.7,6.972,0.6,1.8,1.903,0.458,0.7809999999999999,72,53,1496,20.8,1.6,758,10.5,6.3,0.3,0.458,0.333,0.8,前锋
温德尔-卡特,1.8,1.3,5.0,8.432,0.5,3.5,2.545,0.136,0.795,44,44,1110,25.2,2.0,455,10.3,7.0,0.6,0.136,0.188,1.5,前锋
科迪-泽勒,2.1,0.8,4.6,7.041,0.6,3.3,2.878,0.122,0.787,49,47,1243,25.4,2.2,497,10.1,6.8,0.8,0.122,0.273,1.3,前锋
凯文-赫尔特,2.9,0.3,2.5,8.76,0.4,2.1,0.747,1.813,0.732,75,59,2049,27.3,0.8,727,9.7,3.3,0.9,1.813,0.385,1.5,前锋
内马尼亚-别利察,1.9,0.7,4.1,7.701,0.5,2.6,1.195,1.338,0.7609999999999999,77,70,1788,23.2,1.6,741,9.6,5.8,0.7,1.338,0.401,1.1,前锋
乔纳森-艾萨克,1.1,1.3,4.2,8.147,0.4,1.9,1.8,1.147,0.815,75,64,1996,26.6,1.3,720,9.6,5.5,0.8,1.147,0.32299999999999995,1.0,前锋
加雷特-坦普尔,1.4,0.5,2.7,7.898,0.4,2.7,1.551,1.51,0.75,49,49,1530,31.2,0.4,463,9.4,3.1,1.0,1.51,0.35200000000000004,1.1,前锋
丹纽尔-豪斯,1.0,0.3,2.9,6.4620000000000015,0.5,2.1,1.821,1.897,0.789,39,13,979,25.1,0.6,366,9.4,3.6,0.5,1.897,0.416,0.9,前锋
小拉里-南斯,3.2,0.6,5.7,7.149,0.5,2.9,2.0,0.493,0.716,67,30,1795,26.8,2.5,627,9.4,8.2,1.5,0.493,0.337,1.4,前锋
