cnName,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG
雷吉-布洛克,2.0,0.2,2.4,9.429,0.4,1.7,1.349,2.349,0.8590000000000001,63,60,1879,29.8,0.3,711,11.3,2.7,0.6,2.349,0.377,1.0
克里斯-邓恩,6.0,0.5,3.7,11.0,0.4,3.6,1.5,0.7390000000000001,0.797,46,44,1389,30.2,0.4,519,11.3,4.1,1.5,0.7390000000000001,0.354,2.3
罗伯特-科温顿,1.1,1.8,4.6,9.0,0.4,3.5,1.7690000000000001,2.3080000000000003,0.7390000000000001,13,13,440,33.8,0.5,147,11.3,5.2,1.8,2.3080000000000003,0.39,1.7
马利克-比斯利,1.2,0.1,2.0,9.099,0.5,1.4,0.815,2.012,0.848,81,18,1879,23.2,0.4,917,11.3,2.5,0.7,2.012,0.402,0.7
罗德尼-胡德,1.8,0.2,1.8,9.318999999999999,0.4,2.0,2.153,1.167,0.884,72,49,1893,26.3,0.3,805,11.2,2.2,0.8,1.167,0.35600000000000004,0.8
达伦-科里森,6.0,0.1,2.6,8.671,0.5,1.8,2.5,1.0390000000000001,0.8320000000000001,76,76,2143,28.2,0.5,853,11.2,3.1,1.4,1.0390000000000001,0.40700000000000003,1.6
亚历克斯-莱恩,1.1,0.9,3.5,8.416,0.5,2.6,2.805,0.961,0.648,77,31,1544,20.1,2.1,854,11.1,5.5,0.4,0.961,0.363,1.3
德玛雷-卡罗尔,1.3,0.1,4.2,8.582,0.4,1.7,3.612,1.5819999999999999,0.76,67,8,1703,25.4,1.0,744,11.1,5.2,0.5,1.5819999999999999,0.342,1.1
达里奥-萨里奇,2.0,0.2,5.0,10.154,0.4,3.0,2.3080000000000003,1.615,0.9,13,13,396,30.5,1.6,144,11.1,6.6,0.3,1.615,0.3,1.9
弗雷德-万维利特,4.8,0.3,2.3,9.375,0.4,1.7,1.797,1.75,0.843,64,28,1760,27.5,0.3,701,11.0,2.6,0.9,1.75,0.37799999999999995,1.3
德安德烈-乔丹,2.3,1.1,9.8,6.4639999999999995,0.6,2.4,3.826,0.0,0.705,69,69,2047,29.7,3.3,758,11.0,13.1,0.6,0.0,0.0,2.2
泰勒-约翰逊,2.9,0.5,2.4,9.228,0.4,1.7,2.228,1.579,0.748,57,22,1529,26.8,0.6,619,10.9,3.0,0.9,1.579,0.34600000000000003,1.4
贾勒特艾伦,1.4,1.5,6.0,7.1,0.6,2.3,3.475,0.075,0.7090000000000001,80,80,2096,26.2,2.4,873,10.9,8.4,0.5,0.075,0.133,1.3
特里斯坦-汤普森,2.0,0.4,6.2,8.837,0.5,2.1,2.465,0.0,0.642,43,40,1198,27.9,4.0,470,10.9,10.2,0.7,0.0,0.0,1.4
J.J.巴里亚,5.6,0.0,2.2,10.132,0.4,1.3,2.053,1.0,0.705,38,0,752,19.8,0.3,415,10.9,2.5,0.6,1.0,0.297,1.9
阿伦佐-特里尔,1.9,0.2,2.6,8.094,0.4,1.8,3.484,0.813,0.8029999999999999,64,3,1459,22.8,0.5,695,10.9,3.1,0.4,0.813,0.39399999999999996,1.8
塔什-吉布森,1.2,0.6,4.1,7.671,0.6,2.7,2.529,0.157,0.757,70,57,1686,24.1,2.5,753,10.8,6.5,0.8,0.157,0.324,1.0
亚历山大,3.3,0.5,2.1,8.732000000000001,0.5,2.1,2.378,0.622,0.8,82,73,2174,26.5,0.7,889,10.8,2.8,1.2,0.622,0.36700000000000005,1.7
德韦恩-戴德蒙,1.4,1.1,5.9,8.219,0.5,3.3,1.766,1.297,0.8140000000000001,64,52,1609,25.1,1.6,693,10.8,7.5,1.1,1.297,0.382,1.3
丹伊恩-多特森,1.8,0.1,3.1,9.562000000000001,0.4,1.8,1.3419999999999999,1.726,0.745,73,40,2004,27.5,0.5,779,10.7,3.6,0.8,1.726,0.368,1.0
德怀特-鲍威尔,1.5,0.6,3.5,6.312,0.6,2.6,3.299,0.506,0.772,77,22,1663,21.6,1.8,815,10.6,5.3,0.6,0.506,0.307,0.9
埃尔弗里德-佩顿,7.6,0.4,4.1,9.81,0.4,1.9,1.7619999999999998,0.7859999999999999,0.743,42,42,1250,29.8,1.2,446,10.6,5.2,1.0,0.7859999999999999,0.314,2.7
贾斯汀-霍乐迪,1.8,0.4,3.4,9.476,0.4,2.0,1.2930000000000001,1.976,0.8959999999999999,82,77,2607,31.8,0.6,857,10.5,3.9,1.5,1.976,0.348,1.3
马可-贝里内利,1.7,0.1,2.3,8.734,0.4,1.5,1.57,1.861,0.903,79,1,1815,23.0,0.2,829,10.5,2.5,0.4,1.861,0.37200000000000005,0.9
托马斯-布莱恩特,1.3,0.9,4.7,6.972,0.6,1.8,1.903,0.45799999999999996,0.7809999999999999,72,53,1496,20.8,1.6,758,10.5,6.3,0.3,0.45799999999999996,0.33299999999999996,0.8
蒙特-莫里斯,3.6,0.0,1.9,8.561,0.5,1.2,0.988,1.146,0.802,82,6,1970,24.0,0.4,851,10.4,2.4,0.9,1.146,0.414,0.6
温德尔-卡特,1.8,1.3,5.0,8.432,0.5,3.5,2.545,0.136,0.795,44,44,1110,25.2,2.0,455,10.3,7.0,0.6,0.136,0.188,1.5
丹尼-格林,1.6,0.7,3.2,7.875,0.5,2.1,0.55,2.475,0.841,80,80,2215,27.7,0.8,821,10.3,4.0,0.9,2.475,0.455,0.9
泰瑞克-埃文斯,2.4,0.3,2.4,9.565,0.4,1.7,2.319,1.1159999999999999,0.7190000000000001,69,18,1402,20.3,0.5,706,10.2,2.9,0.8,1.1159999999999999,0.35600000000000004,1.7
马文-威廉姆斯,1.2,0.8,4.4,8.693,0.4,2.1,1.147,1.867,0.767,75,75,2133,28.4,1.0,756,10.1,5.4,0.9,1.867,0.366,0.6
科迪-泽勒,2.1,0.8,4.6,7.041,0.6,3.3,2.878,0.122,0.787,49,47,1243,25.4,2.2,497,10.1,6.8,0.8,0.122,0.273,1.3
凯利-奥利尼克,1.8,0.5,3.8,7.138999999999999,0.5,2.3,2.342,1.43,0.8220000000000001,79,36,1812,22.9,0.9,787,10.0,4.7,0.7,1.43,0.354,1.4
埃弗里-布拉德利,2.4,0.3,2.1,9.651,0.4,2.7,0.794,1.365,0.86,63,63,1905,30.2,0.7,625,9.9,2.8,0.7,1.365,0.35100000000000003,1.4
洛伦佐-波尔,5.4,0.4,4.2,9.702,0.4,2.4,1.021,1.5959999999999999,0.41700000000000004,47,45,1423,30.3,1.1,465,9.9,5.3,1.5,1.5959999999999999,0.32899999999999996,2.2
卡迪姆-阿伦,4.0,0.2,2.3,7.421,0.5,2.4,2.842,0.895,0.778,19,1,416,21.9,0.4,189,9.9,2.7,0.8,0.895,0.47200000000000003,1.4
帕蒂-米尔斯,3.0,0.1,1.9,8.085,0.4,1.6,1.256,1.939,0.8540000000000001,82,1,1908,23.3,0.3,811,9.9,2.2,0.6,1.939,0.39399999999999996,1.1
德里克-怀特,3.9,0.7,3.2,8.104,0.5,2.2,1.8359999999999999,0.716,0.772,67,55,1728,25.8,0.5,663,9.9,3.7,1.0,0.716,0.33799999999999997,1.4
贾麦考-格林,0.9,0.6,4.4,7.61,0.5,3.0,1.9509999999999998,0.927,0.7879999999999999,41,4,900,22.0,1.8,403,9.8,6.1,0.8,0.927,0.396,1.6
凯文-赫尔特,2.9,0.3,2.5,8.76,0.4,2.1,0.747,1.8130000000000002,0.732,75,59,2049,27.3,0.8,727,9.7,3.3,0.9,1.8130000000000002,0.385,1.5
卢克-肯纳德,1.8,0.2,2.7,8.254,0.4,1.5,0.968,1.683,0.836,63,10,1437,22.8,0.2,613,9.7,2.9,0.4,1.683,0.39399999999999996,0.9
林书豪,3.1,0.2,2.1,7.311,0.4,1.9,2.838,0.743,0.838,74,4,1436,19.4,0.3,707,9.6,2.4,0.6,0.743,0.294,1.7
内马尼亚-别利察,1.9,0.7,4.1,7.7010000000000005,0.5,2.6,1.195,1.338,0.7609999999999999,77,70,1788,23.2,1.6,741,9.6,5.8,0.7,1.338,0.401,1.1
乔纳森-艾萨克,1.1,1.3,4.2,8.147,0.4,1.9,1.8,1.147,0.815,75,64,1996,26.6,1.3,720,9.6,5.5,0.8,1.147,0.32299999999999995,1.0
阿伦-克拉布,1.1,0.3,3.1,8.674,0.4,2.4,1.3019999999999998,2.279,0.732,43,20,1133,26.3,0.4,413,9.6,3.4,0.5,2.279,0.37799999999999995,1.1
托尼-帕克,3.7,0.1,1.2,8.267999999999999,0.5,0.9,2.214,0.23199999999999998,0.7340000000000001,56,0,1003,17.9,0.3,530,9.5,1.5,0.4,0.23199999999999998,0.255,1.3
罗宾-洛佩兹,1.2,1.1,2.0,7.23,0.6,1.7,1.662,0.095,0.7240000000000001,74,36,1606,21.7,1.9,704,9.5,3.9,0.1,0.095,0.226,1.3
加雷特-坦普尔,1.4,0.5,2.7,7.898,0.4,2.7,1.551,1.51,0.75,49,49,1530,31.2,0.4,463,9.4,3.1,1.0,1.51,0.35200000000000004,1.1
丹纽尔-豪斯,1.0,0.3,2.9,6.462000000000001,0.5,2.1,1.821,1.8969999999999998,0.789,39,13,979,25.1,0.6,366,9.4,3.6,0.5,1.8969999999999998,0.41600000000000004,0.9
艾尔-法鲁克-阿米努,1.3,0.4,6.1,7.321000000000001,0.4,1.8,2.136,1.185,0.867,81,81,2292,28.3,1.4,760,9.4,7.5,0.8,1.185,0.34299999999999997,0.9
沙巴兹-内皮尔,2.6,0.3,1.5,7.768,0.4,1.2,2.464,1.357,0.833,56,2,983,17.6,0.3,529,9.4,1.8,0.7,1.357,0.33299999999999996,1.2
小拉里-南斯,3.2,0.6,5.7,7.149,0.5,2.9,2.0,0.493,0.716,67,30,1795,26.8,2.5,627,9.4,8.2,1.5,0.493,0.337,1.4
杰伦-布伦森,3.2,0.1,2.0,7.74,0.5,1.7,1.6440000000000001,0.863,0.725,73,38,1591,21.8,0.3,678,9.3,2.3,0.5,0.863,0.348,1.2
尼古拉斯-巴图姆,3.3,0.6,4.3,7.492999999999999,0.4,1.9,1.187,1.547,0.865,75,72,2354,31.4,0.9,699,9.3,5.2,0.9,1.547,0.389,1.6
拉简-朗多,8.0,0.2,4.5,9.391,0.4,2.2,0.7829999999999999,1.109,0.639,46,29,1369,29.8,0.7,424,9.2,5.3,1.2,1.109,0.359,2.8
阿列克斯-卡鲁索,3.1,0.4,1.9,6.92,0.4,2.2,2.56,0.96,0.797,25,4,531,21.2,0.8,229,9.2,2.7,1.0,0.96,0.48,1.7
杰拉德-格林,0.5,0.4,2.1,7.917999999999999,0.4,1.7,0.932,2.137,0.838,73,0,1473,20.2,0.4,675,9.2,2.5,0.5,2.137,0.354,0.8
特里-罗齐尔,2.9,0.3,3.5,8.43,0.4,1.3,1.177,1.506,0.785,79,14,1791,22.7,0.4,708,9.0,3.9,0.9,1.506,0.353,0.9
马利克-莫克,1.6,0.3,1.7,8.027000000000001,0.4,1.5,1.3969999999999998,1.493,0.882,73,0,1258,17.2,0.2,653,8.9,1.9,0.5,1.493,0.33,1.2
马库斯-斯马特,4.0,0.4,2.2,7.087999999999999,0.4,2.5,1.6130000000000002,1.575,0.8059999999999999,80,60,2200,27.5,0.7,708,8.9,2.9,1.8,1.575,0.364,1.5
朗戴 霍利斯-杰弗森,1.6,0.5,3.8,8.254,0.4,1.8,3.102,0.153,0.645,59,21,1234,20.9,1.4,527,8.9,5.3,0.7,0.153,0.184,1.2
伊斯-史密斯,3.6,0.2,2.2,8.732000000000001,0.4,1.9,1.107,0.7859999999999999,0.758,56,0,1251,22.3,0.4,501,8.9,2.6,0.5,0.7859999999999999,0.326,1.1
