,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG,location
小蒂姆-哈达威,2.7,0.1,2.9,15.783,0.4,2.3,5.065,2.543,0.8540000000000001,46,46,1499,32.6,0.6,880,19.1,3.5,0.9,2.543,0.34700000000000003,1.8,后卫
特雷-杨,8.1,0.2,2.9,15.505999999999998,0.4,1.7,5.1110000000000015,1.926,0.8290000000000001,81,81,2503,30.9,0.8,1549,19.1,3.7,0.9,1.926,0.324,3.8,后卫
维克托-奥拉迪波,5.2,0.3,5.0,16.333,0.4,2.0,3.917,2.056,0.73,36,36,1147,31.9,0.6,675,18.8,5.6,1.7,2.056,0.343,2.3,后卫
贾马尔-穆雷,4.8,0.4,3.4,15.64,0.4,2.0,2.9730000000000003,2.027,0.848,75,74,2447,32.6,0.9,1367,18.2,4.2,0.9,2.027,0.3670000000000001,2.1,后卫
JJ-雷迪克,2.7,0.2,2.2,13.513,0.4,1.7,3.355,3.158,0.894,76,63,2379,31.3,0.3,1372,18.1,2.4,0.4,3.158,0.397,1.3,后卫
德里克-罗斯,4.3,0.2,2.1,14.765,0.5,1.1,3.137,1.0590000000000002,0.856,51,13,1392,27.3,0.6,917,18.0,2.7,0.6,1.0590000000000002,0.37,1.6,后卫
德阿龙-福克斯,7.3,0.6,3.2,13.605,0.5,2.5,5.148,1.062,0.727,81,81,2546,31.4,0.5,1399,17.3,3.8,1.6,1.062,0.371,2.8,后卫
本-西蒙斯,7.7,0.8,6.6,12.152,0.6,2.6,5.417999999999998,0.0,0.6,79,79,2700,34.2,2.2,1337,16.9,8.8,1.4,0.0,0.0,3.5,后卫
乔丹-克拉克森,2.4,0.2,2.3,14.568,0.4,1.4,2.37,1.778,0.8440000000000001,81,0,2215,27.3,1.0,1364,16.8,3.3,0.7,1.778,0.324,1.7,后卫
斯宾瑟-丁威迪,4.6,0.3,2.1,12.175999999999998,0.4,2.8,5.235,1.824,0.8059999999999999,68,4,1914,28.1,0.4,1143,16.8,2.4,0.6,1.824,0.335,2.2,后卫
科林-塞克斯顿,3.0,0.1,2.2,14.707,0.4,2.3,3.11,1.4509999999999998,0.8390000000000001,82,72,2605,31.8,0.7,1371,16.7,2.9,0.5,1.4509999999999998,0.402,2.3,后卫
约什-理查德森,4.1,0.5,2.9,14.055,0.4,2.7,3.164,2.247,0.861,73,73,2539,34.8,0.7,1209,16.6,3.6,1.1,2.247,0.35700000000000004,1.5,后卫
埃里克-戈登,1.9,0.4,1.9,13.794,0.4,2.1,2.235,3.176,0.7829999999999999,68,53,2158,31.7,0.3,1103,16.2,2.2,0.6,3.176,0.36,1.3,后卫
杰森-塔图姆,1.9,0.8,5.2,13.209,0.5,2.2,3.09,1.4780000000000002,0.87,67,67,2086,31.1,0.9,1079,16.1,6.2,1.1,1.4780000000000002,0.368,1.6,后卫
埃里克-布莱德索,5.5,0.4,3.6,12.449000000000002,0.5,2.0,3.026,1.59,0.75,78,78,2272,29.1,1.1,1241,15.9,4.6,1.5,1.59,0.329,2.1,后卫
克里斯-保罗,8.2,0.3,3.9,12.414,0.4,2.5,3.5,2.19,0.862,58,58,1857,32.0,0.6,906,15.6,4.6,2.0,2.19,0.358,2.6,后卫
马尔科姆-布罗格登,3.2,0.2,3.5,11.688,0.5,1.6,2.375,1.625,0.928,64,64,1832,28.6,1.0,1001,15.6,4.5,0.7,1.625,0.426,1.4,后卫
丹尼斯-施罗德,4.1,0.2,3.1,13.975,0.4,2.4,2.873,1.57,0.8190000000000001,79,14,2314,29.3,0.5,1224,15.5,3.6,0.8,1.57,0.341,2.2,后卫
雷吉-杰克逊,4.2,0.1,2.1,12.768,0.4,2.5,2.878,2.122,0.8640000000000001,82,82,2289,27.9,0.5,1260,15.4,2.6,0.7,2.122,0.369,1.8,后卫
杰里米-兰姆,2.2,0.4,4.7,12.392,0.4,1.8,3.2910000000000004,1.456,0.888,79,55,2250,28.5,0.8,1208,15.3,5.5,1.1,1.456,0.348,1.0,后卫
伊万-福尼耶,3.6,0.1,2.7,13.198,0.4,2.8,2.099,1.889,0.8059999999999999,81,81,2553,31.5,0.5,1226,15.1,3.2,0.9,1.889,0.34,1.9,后卫
特伦斯-罗斯,1.7,0.4,3.1,12.679,0.4,1.5,1.778,2.679,0.875,81,0,2150,26.5,0.3,1223,15.1,3.5,0.9,2.679,0.383,1.1,后卫
凯尔-洛瑞,8.7,0.5,4.2,11.369000000000002,0.4,2.6,2.985,2.415,0.83,65,65,2213,34.0,0.6,926,14.2,4.8,1.4,2.415,0.34700000000000003,2.8,后卫
博格丹-博格达诺维奇,3.8,0.2,2.9,12.329,0.4,2.0,2.314,1.914,0.8270000000000001,70,17,1947,27.8,0.6,990,14.1,3.5,1.0,1.914,0.36,1.7,后卫
戈兰-德拉季奇,4.8,0.1,2.5,12.028,0.4,2.3,2.806,1.5830000000000002,0.782,36,22,991,27.5,0.6,494,13.7,3.1,0.8,1.5830000000000002,0.348,2.0,后卫
鲁迪-盖伊,2.6,0.5,5.9,10.812,0.5,2.3,2.13,1.072,0.816,69,51,1842,26.7,0.9,946,13.7,6.8,0.8,1.072,0.402,1.7,后卫
乔-哈里斯,2.4,0.2,3.1,9.842,0.5,2.4,1.75,2.408,0.8270000000000001,76,76,2294,30.2,0.7,1041,13.7,3.8,0.5,2.408,0.474,1.6,后卫
卡里斯-勒维尔,3.9,0.4,2.9,12.075,0.4,1.9,3.075,1.2,0.691,40,25,1063,26.6,0.9,547,13.7,3.8,1.1,1.2,0.312,1.7,后卫
杰伦-布朗,1.4,0.4,3.4,10.703,0.5,2.5,2.73,1.284,0.6579999999999999,74,25,1913,25.9,0.9,964,13.0,4.2,0.9,1.284,0.344,1.3,后卫
凯利-乌布雷,0.7,0.7,3.6,10.517,0.4,2.4,2.931,1.414,0.8,29,7,755,26.0,0.8,373,12.9,4.4,0.9,1.414,0.311,1.0,后卫
加里-哈里斯,2.2,0.3,2.1,11.175,0.4,2.0,2.526,1.439,0.799,57,48,1639,28.8,0.7,737,12.9,2.8,1.0,1.439,0.339,1.2,后卫
里基-卢比奥,6.1,0.1,3.1,10.735,0.4,2.6,3.353,1.162,0.855,68,67,1899,27.9,0.5,864,12.7,3.6,1.3,1.162,0.311,2.6,后卫
贾斯蒂斯-温斯洛,4.3,0.3,4.4,11.348,0.4,2.7,2.076,1.455,0.628,66,52,1960,29.7,1.0,830,12.6,5.4,1.1,1.455,0.375,2.2,后卫
杰夫-蒂格,8.2,0.4,2.1,9.905,0.4,2.1,3.643,0.833,0.804,42,41,1264,30.1,0.4,510,12.1,2.5,1.0,0.833,0.333,2.3,后卫
乔-因戈尔斯,5.7,0.2,3.6,9.78,0.4,2.2,1.5,2.305,0.7070000000000001,82,82,2568,31.3,0.4,994,12.1,4.0,1.2,2.305,0.391,2.4,后卫
迪昂-维特斯,2.8,0.2,2.5,10.864,0.4,1.6,1.0,2.477,0.5,44,28,1138,25.9,0.2,527,12.0,2.6,0.7,2.477,0.377,1.5,后卫
布林-福布斯,2.1,0.0,2.7,9.646,0.5,1.9,0.951,2.146,0.885,82,81,2293,28.0,0.2,967,11.8,2.9,0.5,2.146,0.426,1.0,后卫
D.J.奥古斯丁,5.3,0.0,2.0,8.357999999999999,0.5,1.4,2.58,1.617,0.866,81,81,2269,28.0,0.5,948,11.7,2.5,0.6,1.617,0.421,1.6,后卫
威尔-巴顿,2.9,0.5,3.9,10.698,0.4,1.9,1.721,1.558,0.77,43,38,1189,27.7,0.7,494,11.5,4.6,0.4,1.558,0.342,1.5,后卫
肯塔维厄斯 卡德维尔-波普,1.3,0.2,2.3,9.22,0.4,1.7,1.927,1.841,0.867,82,23,2035,24.8,0.6,938,11.4,2.9,0.9,1.841,0.34700000000000003,0.8,后卫
马利克-比斯利,1.2,0.1,2.0,9.099,0.5,1.4,0.815,2.012,0.848,81,18,1879,23.2,0.4,917,11.3,2.5,0.7,2.012,0.402,0.7,后卫
罗德尼-胡德,1.8,0.2,1.8,9.319,0.4,2.0,2.153,1.167,0.884,72,49,1893,26.3,0.3,805,11.2,2.2,0.8,1.167,0.35600000000000004,0.8,后卫
弗雷德-万维利特,4.8,0.3,2.3,9.375,0.4,1.7,1.797,1.75,0.843,64,28,1760,27.5,0.3,701,11.0,2.6,0.9,1.75,0.378,1.3,后卫
亚历山大,3.3,0.5,2.1,8.732000000000001,0.5,2.1,2.378,0.622,0.8,82,73,2174,26.5,0.7,889,10.8,2.8,1.2,0.622,0.3670000000000001,1.7,后卫
埃尔弗里德-佩顿,7.6,0.4,4.1,9.81,0.4,1.9,1.7619999999999998,0.7859999999999999,0.743,42,42,1250,29.8,1.2,446,10.6,5.2,1.0,0.7859999999999999,0.314,2.7,后卫
洛伦佐-波尔,5.4,0.4,4.2,9.702,0.4,2.4,1.021,1.596,0.417,47,45,1423,30.3,1.1,465,9.9,5.3,1.5,1.596,0.329,2.2,后卫
帕蒂-米尔斯,3.0,0.1,1.9,8.085,0.4,1.6,1.256,1.939,0.8540000000000001,82,1,1908,23.3,0.3,811,9.9,2.2,0.6,1.939,0.394,1.1,后卫
德里克-怀特,3.9,0.7,3.2,8.104,0.5,2.2,1.836,0.716,0.772,67,55,1728,25.8,0.5,663,9.9,3.7,1.0,0.716,0.338,1.4,后卫
凯文-赫尔特,2.9,0.3,2.5,8.76,0.4,2.1,0.747,1.813,0.732,75,59,2049,27.3,0.8,727,9.7,3.3,0.9,1.813,0.385,1.5,后卫
卢克-肯纳德,1.8,0.2,2.7,8.254,0.4,1.5,0.968,1.683,0.836,63,10,1437,22.8,0.2,613,9.7,2.9,0.4,1.683,0.394,0.9,后卫
加雷特-坦普尔,1.4,0.5,2.7,7.898,0.4,2.7,1.551,1.51,0.75,49,49,1530,31.2,0.4,463,9.4,3.1,1.0,1.51,0.35200000000000004,1.1,后卫
丹纽尔-豪斯,1.0,0.3,2.9,6.4620000000000015,0.5,2.1,1.821,1.897,0.789,39,13,979,25.1,0.6,366,9.4,3.6,0.5,1.897,0.416,0.9,后卫
沙巴兹-内皮尔,2.6,0.3,1.5,7.768,0.4,1.2,2.464,1.357,0.833,56,2,983,17.6,0.3,529,9.4,1.8,0.7,1.357,0.333,1.2,后卫
特里-罗齐尔,2.9,0.3,3.5,8.43,0.4,1.3,1.177,1.506,0.785,79,14,1791,22.7,0.4,708,9.0,3.9,0.9,1.506,0.353,0.9,后卫
马利克-莫克,1.6,0.3,1.7,8.027000000000001,0.4,1.5,1.3969999999999998,1.493,0.882,73,0,1258,17.2,0.2,653,8.9,1.9,0.5,1.493,0.33,1.2,后卫
马库斯-斯马特,4.0,0.4,2.2,7.087999999999999,0.4,2.5,1.6130000000000002,1.575,0.8059999999999999,80,60,2200,27.5,0.7,708,8.9,2.9,1.8,1.575,0.364,1.5,后卫
伊斯-史密斯,3.6,0.2,2.2,8.732000000000001,0.4,1.9,1.107,0.7859999999999999,0.758,56,0,1251,22.3,0.4,501,8.9,2.6,0.5,0.7859999999999999,0.326,1.1,后卫
