cnName,assistsPG,blocksPG,defensiveReboundsPG,fgAttemptedPG,fgPCT,foulsPG,ftAttemptedPG,ftMadePG,ftPCT,games,gamesStarted,minutes,minutesPG,offensiveReboundsPG,points,pointsPG,reboundsPG,stealsPG,threesMadePG,threesPCT,turnoversPG
安德鲁-博古特,1.1,0.3,2.7,1.9469999999999998,0.6,2.0,0.263,0.0,0.8,19,6,179,9.4,1.2,52,2.7,3.9,0.3,0.0,0.0,0.5
多纳塔斯-莫泰尤纳斯,0.4,0.0,0.8,2.0,0.6,0.2,0.4,0.0,0.5,5,0,19,3.8,0.6,13,2.6,1.4,0.0,0.0,0.0,0.0
布拉德-沃纳梅克,0.8,0.0,0.0,1.75,0.4,0.0,1.0,0.25,0.75,4,0,17,4.3,0.0,10,2.5,0.0,0.5,0.25,1.0,0.5
凯尔-科沃尔,0.0,0.0,1.0,2.0,0.4,1.5,0.75,0.5,0.667,4,0,30,7.5,0.3,10,2.5,1.3,0.0,0.5,0.33299999999999996,0.3
克里斯-布切尔,0.0,0.5,0.5,2.5,0.4,0.0,0.5,0.5,0.0,2,0,4,2.0,0.0,5,2.5,0.5,0.0,0.5,0.33299999999999996,0.0
扎扎-帕楚利亚,0.0,0.0,4.0,3.0,0.3,1.5,1.0,0.0,0.5,2,0,22,11.0,0.5,5,2.5,4.5,0.0,0.0,0.0,0.5
D.J.威尔森,0.5,0.1,1.1,2.0,0.5,0.9,0.25,0.125,1.0,8,0,43,5.4,0.1,19,2.4,1.3,0.0,0.125,0.2,0.9
加雷特-坦普尔,0.3,0.2,1.0,1.8330000000000002,0.3,1.3,1.6669999999999998,0.16699999999999998,0.7,6,0,63,10.5,0.2,14,2.3,1.2,0.5,0.16699999999999998,0.14300000000000002,0.3
谢米-奥杰莱,0.3,0.0,0.2,1.5,0.4,0.8,0.33299999999999996,0.5,1.0,6,0,35,5.8,0.2,13,2.2,0.3,0.0,0.5,0.6,0.2
雷蒙德-费尔顿,0.6,0.2,0.6,2.6,0.3,1.4,0.4,0.4,0.5,5,0,57,11.4,0.0,11,2.2,0.6,0.8,0.4,0.25,0.4
乔纳斯-杰雷布科,0.8,0.1,1.2,2.625,0.3,0.6,0.375,0.313,0.833,16,0,121,7.6,0.9,34,2.1,2.1,0.1,0.313,0.263,0.1
阿隆-贝恩斯,0.3,0.2,2.1,1.556,0.6,2.2,0.222,0.222,0.5,9,5,115,12.8,0.7,19,2.1,2.8,0.3,0.222,0.33299999999999996,0.6
阿米尔-约翰逊,0.5,0.0,0.5,1.0,1.0,0.8,0.0,0.0,0.0,4,0,20,5.0,0.8,8,2.0,1.3,0.3,0.0,0.0,0.3
T.J.利夫,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1,0,10,10.0,1.0,2,2.0,3.0,0.0,0.0,0.0,0.0
盖尔雄-亚布塞莱,0.3,0.3,0.3,1.0,0.5,0.8,1.75,0.0,0.5710000000000001,4,0,14,3.5,0.3,8,2.0,0.5,0.0,0.0,0.0,0.3
以赛亚-哈尔滕施泰因,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,2,0,2,1.0,0.5,4,2.0,0.5,0.0,0.0,0.0,0.0
泰隆·华莱士,1.5,0.0,0.5,2.0,0.2,1.0,1.5,0.0,0.667,2,0,11,5.5,0.0,4,2.0,0.5,0.0,0.0,0.0,0.5
乔恩-洛伊尔,0.0,0.0,0.0,2.0,0.5,1.0,1.0,0.0,0.0,1,0,5,5.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0
道格-迈克德莫特,1.3,0.3,0.7,3.333,0.2,0.7,1.3330000000000002,0.0,0.5,3,0,29,9.7,1.0,6,2.0,1.7,0.0,0.0,0.0,0.0
扎南-穆萨,0.0,0.0,0.0,1.5,0.7,2.0,0.0,0.0,0.0,2,0,15,7.5,0.0,4,2.0,0.0,1.0,0.0,0.0,1.5
蒂姆-弗雷泽,0.9,0.0,0.8,1.182,0.6,0.5,0.182,0.273,1.0,11,0,40,3.6,0.0,21,1.9,0.8,0.1,0.273,0.5,0.3
梅尔文-弗雷泽,0.0,0.0,1.0,1.6669999999999998,0.4,0.0,0.667,0.0,0.5,3,0,15,5.0,0.3,5,1.7,1.3,0.3,0.0,0.0,0.0
艾伦-霍利迪,0.0,0.0,0.0,1.6669999999999998,0.4,1.0,0.0,0.33299999999999996,0.0,3,0,13,4.3,0.0,5,1.7,0.0,0.0,0.33299999999999996,0.5,0.3
杰里安-格兰特,1.0,0.0,1.3,3.333,0.2,0.3,0.33299999999999996,0.0,1.0,3,0,14,4.7,0.0,5,1.7,1.3,0.0,0.0,0.0,0.3
丹尼尔-泰斯,0.0,0.1,0.9,2.0,0.4,0.6,0.28600000000000003,0.0,1.0,7,0,42,6.0,0.6,12,1.7,1.4,0.1,0.0,0.0,0.1
朱迪-米克斯,0.1,0.1,0.6,2.0709999999999997,0.3,0.5,0.214,0.14300000000000002,0.667,14,0,67,4.8,0.0,22,1.6,0.6,0.3,0.14300000000000002,0.154,0.2
乔纳博尔登,0.3,0.1,1.0,1.9,0.3,1.2,0.4,0.4,0.5,10,0,79,7.9,0.4,16,1.6,1.4,0.2,0.4,0.25,0.9
特雷沃恩-格拉汉姆,0.6,0.2,1.6,2.0,0.2,2.0,1.2,0.0,0.5,5,0,79,15.8,0.4,7,1.4,2.0,0.6,0.0,0.0,0.6
萨博-塞弗洛沙,0.5,0.0,1.8,3.5,0.1,0.8,0.0,0.25,0.0,4,0,42,10.5,0.3,5,1.3,2.0,0.0,0.25,0.125,0.3
罗伯特-威廉姆斯三世,0.0,0.0,2.0,0.667,0.5,0.3,0.667,0.0,1.0,3,0,13,4.3,0.3,4,1.3,2.3,0.0,0.0,0.0,0.0
辛达里厄斯-桑韦尔,0.0,0.0,1.0,1.5,0.3,0.5,0.0,0.25,0.0,4,0,12,3.0,0.0,5,1.3,1.0,0.3,0.25,0.33299999999999996,0.0
丹特-康宁汉姆,0.0,0.0,0.8,0.6,0.7,0.0,0.0,0.4,0.0,5,0,13,2.6,0.4,6,1.2,1.2,0.0,0.4,1.0,0.0
林书豪,0.5,0.0,0.4,1.125,0.2,0.3,0.5,0.125,1.0,8,0,27,3.4,0.0,9,1.1,0.4,0.1,0.125,0.5,0.6
朗尼-沃克,0.5,0.0,0.3,1.3330000000000002,0.4,0.0,0.0,0.0,0.0,6,0,21,3.5,0.0,6,1.0,0.3,0.0,0.0,0.0,0.0
杰克-雷曼,0.0,0.0,0.5,1.167,0.1,0.5,0.667,0.0,0.75,6,0,20,3.3,0.2,5,0.8,0.7,0.0,0.0,0.0,0.0
安芬尼-西蒙斯,0.0,0.0,0.0,1.4,0.0,0.4,1.0,0.0,0.8,5,0,12,2.4,0.0,4,0.8,0.0,0.2,0.0,0.0,0.0
马尔科姆-米勒,0.1,0.1,0.5,0.8,0.2,0.3,0.4,0.1,0.75,10,0,28,2.8,0.0,8,0.8,0.5,0.0,0.1,0.16699999999999998,0.1
达米安-琼斯,0.0,0.0,0.5,0.25,1.0,0.8,0.5,0.0,0.5,4,1,8,2.0,0.0,3,0.8,0.5,0.0,0.0,0.0,0.3
阿卜杜勒-纳德,0.0,0.3,0.0,0.667,0.5,0.0,0.0,0.0,0.0,3,0,5,1.7,0.0,2,0.7,0.0,0.0,0.0,0.0,0.0
德翁特-伯顿,0.0,0.0,0.3,1.6669999999999998,0.2,0.0,0.0,0.0,0.0,3,0,4,1.3,0.3,2,0.7,0.7,0.0,0.0,0.0,0.0
雅各布-埃文斯,0.1,0.0,0.1,0.7140000000000001,0.4,0.1,0.0,0.14300000000000002,0.0,7,0,18,2.6,0.0,5,0.7,0.1,0.0,0.14300000000000002,0.5,0.3
劳尔-内托,0.3,0.0,1.0,2.0,0.2,0.7,0.0,0.0,0.0,3,0,20,6.7,0.0,2,0.7,1.0,0.0,0.0,0.0,0.0
斯卡尔-拉比西埃,0.0,0.0,0.0,1.3330000000000002,0.2,0.3,0.33299999999999996,0.0,0.0,3,0,11,3.7,0.0,2,0.7,0.0,0.0,0.0,0.0,0.0
托尼-斯内尔,0.0,0.1,0.1,0.667,0.3,0.3,0.0,0.111,0.0,9,0,28,3.1,0.2,5,0.6,0.3,0.1,0.111,0.5,0.1
